2017-09-07 16:46:37:2686	../../../files/testListWithPickListSize100.txt
InstanceNumber	DistanceMatrixRunningTime	GACycleSwapTotalDistance	GACycleSwapRunningTime	GACycleInversionTotalDistance	GACycleInversionRunningTime	GAOrderedSwapTotalDistance	GAOrderedSwapRunningTime	GAOrderedInversionTotalDistance	GAOrderedInversionRunningTime	GAPMXSwapTotalDistance	GAPMXSwapRunningTime	GAPMXInversionTotalDistance	GAPMXInversionRunningTime	SShapeTravelledTotalDistance	SShapeRunningTime	LargestGapTravelledTotalDistance	LargestGapRunningTime
51	564,57	2064,11999999999	241,807	1948,05999999999	485,69	2001,75999999999	51,677	1488,84	42,825	2015,57999999999	130,214	1656,64	145,856	1982,32	0,001	1677	0,002
52	565,828	2389,53999999999	237,459	1657,18	517,088	2067,83999999999	39,127	1176,9	57,339	2106,89999999999	146,397	1517,2	141,917	2115,2	0,001	1772,88	0,002
53	565,712	2016,97999999999	219,213	1628,86	534,849	1761,1	55,886	1584,68	52,896	2284,99999999999	113,37	1688,26	165,667	2220,12	0,001	1777,06	0,002
54	566,068	2276,39999999999	346,64	1327,34	563,179	1920,41999999999	46,667	1394,12	41,168	2358,33999999999	86,222	1515,12	94,874	2231,2	0,001	1843,54	0,002
55	565,127	2490,83999999999	186,03	1659,78	560,672	2302,41999999999	71,594	1470,8	68,749	2519,21999999998	110,735	1500,76	136,844	2170,6	0,001	1871,92	0,002
56	565,85	2286,45999999999	367,259	1731,12	498,777	2014,97999999999	33,361	1717,64	54,033	2404,21999999999	176,607	1621,58	147,689	1971,92	0,001	1695,32	0,002
57	565,999	2505,61999999998	206,926	1797,27999999999	444,503	2239,15999999999	28,649	1731,38	45,674	2267,01999999999	110,972	1806,76	153,375	2297,4	0,001	1850,44	0,002
58	565,608	2313,67999999999	285,353	1598,62	611,708	1921,61999999999	47,883	1571,64	47,721	2195,47999999999	102,263	1604,5	177,433	2148,58	0,001	1799,22	0,002
59	565,844	2222,81999999999	301,266	1401,6	623,18	1952,91999999999	65,743	1161,58	70,882	2276,51999999999	145,406	1552,6	156,217	2098,38	0,001	1672,82	0,002
60	565,875	1924,53999999999	395,196	1635,24	492,056	1952,33999999999	54,132	1384,94	45,751	1832,8	130,553	1427,6	170,948	2033,06	0,001	1696	0,002
61	566,506	2394,31999999999	233,03	1585,5	557,711	2073,16	40,924	1605,92	60,533	2337,09999999999	134,583	1751,16	136,879	2209,58	0,001	1717,82	0,002
62	566,287	2476,43999999999	367,146	1691	387,855	2051,37999999999	49,29	1586,94	42,912	1941,49999999999	117,807	1535,26	161,136	1983	0,001	1849,76	0,002
63	563,831	2309,63999999999	228,353	1803,62	498,516	1990,81999999999	57,86	1390,14	61,092	2270,95999999999	129,671	1437,96	150,693	2148,92	0,001	1772,54	0,002
64	563,707	2184,15999999999	292,096	1974,19999999999	426,275	1912,57999999999	43,295	1772,15999999999	57,506	2471,87999999999	91,777	1659,28	174,228	2137,84	0,001	1878,48	0,002
65	564,331	2505,45999999998	268,341	1690,14	482,994	2045,59999999999	38,064	1661,64	49,836	2510,29999999998	136,802	1492,48	164,474	2291,86	0,001	1810,64	0,002
66	562,293	2298,59999999999	253,362	1915,98	586,44	2248,49999999999	37,695	1398,48	37,487	1991,81999999999	139,574	1814,94	199,673	2198,3	0,001	1834,16	0,002
67	563,985	1965,26	284,218	1384,36	610,453	1538,86	42,298	1310,68	54,768	2126,95999999999	191,185	1631,18	170,267	1994,08	0,001	1755,58	0,002
68	563,828	2201,41999999999	312,375	1702,04	550,236	2236,49999999999	35,695	1641	37,087	1782,16	127,701	1459,18	140,817	2104,06	0,001	1794,36	0,002
69	591,162	2149,11999999999	240,545	1250,42	647,579	1820,33999999999	39,655	1538,16	58,497	2125,45999999999	112,2	1402,48	191,61	2004,82	0,001	1733,42	0,002
70	561,889	2075,53999999999	376,704	1666,88	687,783	2126,37999999999	37,09	1356,22	49,745	2322,71999999999	131,955	1411,76	139,462	2214,72	0,001	1776,72	0,002
71	560,339	2408,05999999999	226,986	1748,22	463,956	1913,26	63,931	1797,3	53,358	2429,01999999999	114,007	1655,3	213,456	2247,68	0,001	1843,88	0,002
72	562,693	2077,33999999999	309,453	1815,45999999999	617,073	2030,89999999999	27,151	1416,38	73,64	2204,09999999999	156,745	1719,82	149,099	2153,98	0,001	1871,92	0,002
73	560,739	2035,67999999999	288,811	1506,94	491,193	2354,69999999999	32,655	1406,36	55,709	2104,77999999999	192,09	1549,3	215,118	1893,82	0,001	1665,92	0,002
74	561,345	2050,48	358,879	1314,62	466,083	1768,83999999999	45,453	1486,68	41,965	2286,41999999999	144,635	1584,56	145,775	2020,96	0,001	1682,54	0,002
75	561,083	2391,99999999999	269,762	1655,9	599,788	2074,55999999999	41,577	1507,1	64,157	2053,45999999999	138,74	1448,62	125,852	2225,52	0,001	1799,56	0,002
76	561,266	2484,21999999999	244,009	1864,22	634,228	1991,51999999999	46,03	1648,34	66,423	2313,47999999999	147,849	1801,75999999999	137,638	2219,98	0,001	1771,52	0,002
77	561,375	2196,63999999999	230,202	1270,86	425,21	1869,95999999999	31,763	1548,2	32,821	2197,77999999999	90,155	1376	179,063	2043,12	0,001	1600,12	0,002
78	561,52	2145,37999999999	321,72	1679,88	503,628	2073,84	43,811	1230,46	53,994	2224,13999999999	122,293	1556,38	168,058	2038,4	0,001	1722,34	0,002
79	560,734	2194,17999999999	162,053	1626,72	585,533	1523,62	42,847	1536,66	47,804	2038,99999999999	148,246	1669	174,653	1927,4	0,001	1562,7	0,002
80	561,835	2112,71999999999	307,658	1513,34	490,713	1833,65999999999	43,661	1506,28	33,965	1899,61999999999	127,529	1567,96	184,966	2208,9	0,001	1810,64	0,002
81	560,94	2006,57999999999	273,008	1416,14	573,621	2055,11999999999	30,058	1762,64	38,449	1828,55999999999	130,933	1477,12	165,121	1933,48	0,001	1746,2	0,002
82	561,32	2567,01999999999	282,077	1774,08	516,72	1835,79999999999	42,969	1485,14	50,559	2289,87999999999	141,97	1785,58	137,29	2175,8	0,001	1783,62	0,002
83	562,229	1995,97999999999	379,299	1554,96	444,902	1927,69999999999	41,346	1751,11999999999	47,435	2237,75999999999	120,687	1703,26	131,987	2032,52	0,001	1716,12	0,002
84	561,165	2465,15999999999	261,731	1539,42	584,61	2093,11999999999	39,701	1807,42	40,338	2542,55999999999	152,105	1642,46	144,359	2187,22	0,001	1854,96	0,002
85	561,029	2385,39999999999	337,663	1535,7	560,007	2053,21999999999	29,684	1526,6	71,2	2070,87999999999	135,477	1412,02	102,539	1993,74	0,001	1695,32	0,002
86	561,519	2020,11999999999	247,692	1911,69999999999	409,258	2245,09999999999	40,423	1741,54	59,763	2418,63999999999	143,073	1835,09999999999	131,508	2094,4	0,001	1768,02	0,002
87	561,384	1992,71999999999	221,301	1508,86	553,883	2072,87999999999	46,052	1535,2	64,654	1999,93999999999	81,424	1701,7	190,238	2187,56	0,001	1744,84	0,002
88	561,483	2282,13999999999	201,706	1549,84	534,103	2059,23999999999	34,291	1433,86	57,783	2279,29999999999	116,262	1638,28	130,562	2214,78	0,001	1885,04	0,002
89	561,903	2399,63999999999	229,489	1688,2	734,34	2136,91999999999	40,634	1647,38	52,649	2286,41999999999	168,724	1557,8	169,085	2203,98	0,001	1805,78	0,003
90	562,819	2336,97999999999	204,453	1692,52	598,44	2207,03999999999	51,114	1352,38	58,064	2078,59999999999	141,742	1701,5	141,174	2131,48	0,001	1921,44	0,002
91	560,906	1978,1	247,233	1724,3	472,18	2395,31999999999	35,83	1675,26	36,532	2608,51999999999	113,388	1790,14	155,092	2164,86	0,001	1833,14	0,002
92	561,457	2293,19999999999	216,9	1421,68	601,548	2076,33999999999	28,859	1466,8	36,807	2379,37999999999	113,73	1509,7	202,997	2120,88	0,001	1805,78	0,003
93	560,884	2380,73999999999	234,065	1565,74	406,509	2062,11999999999	34,778	1695,28	48,802	2170,89999999999	135,377	1485,64	156,023	2259,24	0,001	1789,84	0,002
94	562,225	2445,87999999999	191,677	1784,32	592,533	2085,33999999999	76,016	1449,04	48,869	2178,51999999999	112,924	1486,8	183,447	2032,04	0,001	1778,08	0,002
95	562,09	2552,77999999999	210,895	1981,23999999999	368,149	1806,3	61,204	1515,72	42,074	2593,65999999999	117,402	1762,18	152,694	2181,2	0,001	1832,8	0,002
96	562,221	2370,65999999999	249,182	1869,7	455,995	2181,09999999999	33,971	1658,06	70,693	2191,21999999999	146,782	1824,26	149,726	2176,28	0,001	1772,2	0,002
97	562,763	2589,95999999999	323,715	1719,36	611,404	2248,83999999999	69,11	1872,08	39,697	2149,05999999999	124,231	1827,08	106,297	2060,08	0,001	1778,08	0,002
98	561,469	1991,21999999999	244,931	1466,24	577,603	2031,89999999999	54,953	1269,62	62,701	2106,83999999999	119,501	1272,54	163,471	1988,2	0,001	1629,52	0,002
99	561,496	2324,75999999999	229,184	1325,02	599,251	2087,05999999999	31,489	1323,18	58,936	2185,85999999999	107,542	1612,72	126,025	2220,32	0,001	1783,62	0,002
100	562,076	2520,59999999999	358,199	1580,98	387,648	2143,59999999999	50,035	2002,54	59,8	2221,61999999999	95,454	1632,24	126,215	2104,8	0,001	1735,46	0,002
101	563,125	2245,45999999999	271,843	1664,42	643,759	2253,25999999999	55,358	1606,04	55,37	2195,77999999999	164,726	1696,7	157,206	2087,3	0,001	1915,9	0,002
102	564,336	2517,45999999999	262,191	1732,45999999999	439,869	2274,19999999999	42,612	1655,94	46,907	2358,53999999999	174,507	1413,08	182,876	2175,8	0,001	1793,34	0,002
103	564,026	2451,55999999999	278,061	1540,7	468,779	1586,43999999999	52,505	1488,76	58,514	2033,35999999999	112,442	1560,48	117,126	2297,4	0,001	1822,06	0,002
104	563,068	2237,47999999999	253,539	1481,12	596,746	1999,47999999999	40,825	1112,5	45,317	1985,01999999999	172,68	1525,92	160,576	2082,24	0,001	1771,86	0,002
105	564,278	2706,27999999999	235,454	1872,96	410,185	2346,99999999999	55,781	1715,16	70,817	2346,87999999999	130,305	1878,3	152,864	2203,5	0,001	1921,44	0,002
106	563,618	2273,55999999999	356,274	1570,44	625,272	2122,05999999999	24,668	1715,87999999999	42,374	2227,59999999999	101,112	1724,2	208,409	2120,4	0,001	1738,28	0,002
107	561,915	2188,63999999999	200,546	1355,08	591,24	1729,8	61,02	1706,76	60,185	2238,65999999999	105,279	1450,74	180,492	2026,84	0,001	1706,06	0,002
108	562,542	1860,55999999999	308,868	1760,5	559,371	1927,39999999999	47,96	1681,1	46,92	2084,25999999999	122,396	1783,78	145,373	2148,1	0,001	1876,78	0,002
109	561,3	2435,75999999999	469,459	1855,18	418,636	2288,51999999999	55,145	1600,12	65,543	2397,67999999999	125,013	1751,02	141,109	2258,62	0,001	1865,7	0,002
110	562,956	2130,01999999999	243,39	1489,24	541,311	2218,89999999999	31,089	1447,78	49,473	2091,13999999999	175,39	1456,18	223,806	2291,86	0,001	1877,12	0,002
111	562,868	1892,7	301,579	1658,78	546,187	2031,45999999999	27,095	1661,02	48,421	2314,59999999999	160,216	1943,76	147,21	2153,98	0,001	1767,68	0,002
112	566,497	2462,33999999999	171,04	1626,66	538,919	1822,28	37,35	1765,45999999999	40,038	2383,85999999999	139,343	1817,36	122,241	2109,6	0,001	1645,12	0,002
113	563,406	2033,15999999999	300,617	1367,6	541,67	1878,78	44,872	1302,96	51,783	2218,61999999999	105,602	1521,6	150,966	2142,9	0,001	1854,96	0,002
114	562,322	2080,69999999999	231,851	1832	444,221	2023,78	55,798	1685,36	63,555	2095,17999999999	195,15	1560,36	155,004	2164,72	0,001	1782,94	0,002
115	563,321	2509,17999999999	335,597	1498,22	559,275	2444,97999999999	45,801	1784,42	33,963	2142,97999999999	137,198	1675,5	131,969	2176	0,001	1827,94	0,002
116	562,382	2277,75999999999	321,691	1595,72	445,78	2148,97999999999	25,581	1523,78	57,42	2148,33999999999	105,086	1632,2	139,236	1993,6	0,001	1839,02	0,002
117	562,115	1994,17999999999	219,172	1727,84	586,767	1866,79999999999	43,187	1669,13999999999	46,117	2200,73999999999	148,091	1817,36	165,682	2110	0,001	1717,82	0,002
118	564,616	1770,74	274,755	1354,34	359,362	1909,51999999999	41,587	1507,26	49,015	2226,01999999999	141,565	1648,63999999999	120,038	2275,38	0,001	1638,56	0,002
119	562,475	1950,06	259,908	1496,78	508,315	1609,41999999999	57,798	1605,48	47,376	2285,43999999999	80,466	1438,36	172,137	2155	0,001	1629,52	0,002
120	562,744	2124,85999999999	345,153	1392	452,559	1642,86	65,016	1569,98	43,238	2358,77999999999	83,095	1787,06	184,586	2187,22	0,001	1851,12	0,002
121	562,992	2095,08	233,79	1419,32	544,322	2241,83999999999	62,642	1565,18	47,04	2278,21999999999	80,179	1566,26	192,917	2153,98	0,001	1822,4	0,002
122	563,478	2326,41999999999	312,113	1527,88	528,404	1947,53999999999	47,825	1698	52,038	2673,59999999999	84,701	1731,1	146,305	2038,6	0,001	1794,7	0,002
123	562,405	2041,52	364,22	1604,9	644,613	2310,99999999999	31,467	1606,74	59,771	2399,79999999999	112,097	1728,46	121,374	1983,2	0,001	1761,8	0,002
124	563,557	1828,65999999999	308,613	1608,6	480,389	1725,96	73,021	1490,12	86,47	2119,33999999999	160,084	1191,78	147,946	2159,52	0,001	1795,04	0,002
125	563	2587,25999999998	237,79	1903,13999999999	504,048	2147,37999999999	40,928	1605,52	59,424	2085,05999999999	127,464	1914,7	136,455	2225,86	0,001	1800,92	0,002
126	561,478	2193,29999999999	230,013	2057,27999999999	404,926	2477,91999999999	49,965	1825,82	52,161	2402,87999999999	212,088	1452,88	168,724	2115,34	0,001	1828,62	0,002
127	563,757	2274,01999999999	187,841	1740,36	567,529	1886	32,442	1823,37999999999	61,753	2519,09999999999	119,236	1654,8	130,015	2258,9	0,001	1821,72	0,002
128	563,55	2081,31999999999	316,119	1595,62	450,512	2026,01999999999	32,391	1617,38	60,921	2229,55999999999	110,841	1491,86	160,242	2186,88	0,001	1722,68	0,002
129	563,33	2320,89999999999	385,687	1955,37999999999	545,303	2072,17999999999	46,358	2005,26	58,88	2302,83999999999	163,947	1665,78	171,28	2225,52	0,001	1932,18	0,002
130	562,884	2284,01999999999	311,532	1748,16	526,267	1896,93999999999	59,323	1572,82	35,846	2332,67999999999	120,708	1607,34	154,195	2098,38	0,001	1783,28	0,002
131	563,125	2306,27999999999	201,867	1610,34	464,792	2153,39999999999	42,65	1484,62	47,687	2139,77999999999	151,122	1557,06	177,901	2110	0,001	1700,52	0,002
132	561,899	2311,45999999999	309,855	1664	459,16	1969,14	43,893	1581,98	52,277	2365,81999999999	133,944	1150,36	161,087	2258,76	0,001	1871,24	0,002
133	563,753	2391,09999999999	290,032	1511,4	642,473	2276,29999999999	53,239	1873,98	44,867	2133,71999999999	127,204	1564,22	147,088	2081,9	0,001	1828,28	0,002
134	563,237	2447,41999999999	274,977	1779,97999999999	541,435	1999,27999999999	36,649	1612,58	57,296	2017,11999999999	186,641	1595,02	126,513	1977,46	0,001	1589,38	0,002
135	563,409	2582,73999999999	250,585	1833,64	652,129	2374,01999999999	33,331	1413,8	52,074	2292,63999999999	189,2	1561,2	157,684	2092,98	0,001	1816,18	0,002
136	562,528	2288,57999999999	402,233	1686,84	583,375	2083,25999999999	33,356	1391,74	56,261	2216,21999999999	129,583	1732,78	121,111	2121,22	0,001	1795,38	0,002
137	564,19	2472,29999999999	236,982	1669,61999999999	593,447	2237,71999999999	45,522	1763,8	50,918	2435,95999999999	131,03	1721,04	193,871	2214,58	0,001	1828,62	0,002
138	562,172	1893,93999999999	213,574	1449,08	475,955	2198,95999999999	57,482	1704,62	59,436	2062,65999999999	139,884	1304,22	159,226	2087,78	0,001	1772,2	0,002
139	562,492	2032,23999999999	296,171	1510,52	406,809	2004,49999999999	44,592	1184,7	56,756	2108,53999999999	163,513	1710,98	179,543	2115,34	0,001	1816,52	0,002
140	562,234	2167,35999999999	301,209	1789,66	614,055	2442,25999999999	30,076	1814,84	59,998	1762,42	104,082	1738,03999999999	151,061	2176	0,001	1789,5	0,002
141	563,352	2113,25999999999	296,614	1649,31999999999	385,691	2102,75999999999	35,872	1522,14	58,015	2386,71999999999	120,156	1595,9	154,742	2319,56	0,001	1987,92	0,002
142	563,624	2469,17999999999	244,1	1848,2	526,705	2575,43999999999	37,616	1605,04	56,683	2519,13999999998	155,53	1718,1	116,091	2303,08	0,001	1970,62	0,002
143	563,146	2447,99999999999	262,909	1740	484,203	2645,93999999998	30,945	1689,62	44,059	2584,95999999999	114,016	1601,68	222,457	1999,42	0,001	1666,94	0,002
144	562,888	2204,37999999999	217,266	1436,9	670,647	2046,47999999999	47,001	1565,46	64,624	2432,25999999999	159,564	1951,3	112,538	1971,92	0,001	1701,2	0,002
145	563,048	2291,51999999999	333,47	1430,54	447,066	2150,47999999999	34,708	1476,74	54,206	2396,97999999999	131,268	1818,24	171,518	2142,9	0,001	1811,32	0,002
146	564,87	2306,09999999999	298,581	1886,02	675,475	2307,65999999999	35,898	1896,86	46,346	2277,85999999999	133,606	1712,96	120,27	2170,4	0,001	1765,98	0,002
147	562,715	2240,57999999999	289,212	1733,92	565,925	2047,06	42,033	1173,56	56,479	2116,07999999999	138,556	1907,56	128,848	2247,68	0,001	1883	0,002
148	563,399	2382,69999999999	229,498	1755,29999999999	638,802	2284,15999999999	51,274	1371,4	49,409	2269,35999999999	98,902	1900,93999999999	160,148	2192,76	0,001	1827,6	0,002
149	562,724	2103,67999999999	294,916	1442,34	582,17	1797,05999999999	63,262	1774,06	38,841	2355,31999999999	181,808	1368,66	160,848	2165,4	0,001	1823,42	0,003
150	562,357	2191,59999999999	185,134	1375,74	537,77	1953,35999999999	55,843	1623,4	55,373	2016,39999999999	199,974	1589,76	136,597	2037,92	0,001	1794,36	0,002
151	563,162	2490,29999999999	216,237	1874,17999999999	555,939	2021,09999999999	62,23	1771,33999999999	43,992	2322,91999999999	146,684	1778,44	156,005	2153,78	0,001	1838	0,002
152	562,788	2524,73999999999	361,848	1521,94	813,724	2056,49999999999	50,447	1725,76	33,837	2668,01999999999	84,891	1867,22	171,986	2142,56	0,001	1915,56	0,002
153	562,922	2214,27999999999	197,171	1842,22	548,982	2148,71999999999	31,684	1714,7	41,746	2079,95999999999	124,071	1636,38	127,463	2110	0,001	1872,26	0,002
154	562,072	2466,31999999999	321,841	1705,22	468,097	1967,99999999999	53,811	1519,36	42,661	2422,37999999999	196,605	1558,34	127,635	2015,9	0,001	1810,98	0,002
155	562,846	2378,11999999999	358,83	1933,9	461,138	2007,28	49,627	1627,78	57,975	2679,83999999998	132,232	1633,18	186,008	2203,84	0,001	1716,8	0,002
