2017-09-01 15:11:41:0064	../../../files/testListWithPickListSize025.txt
instanceNumber	DistanceMatrixRunningTime	NumberOfStagnantGeneration	PopulationSize	CrossoverProbability	MutationProbability	CrossoverOperator	MutationOperator	TravelledDistance	RunningTime
1	46,754	50	50	0,85	0,04	Ordered	Inversion	745,600000000002	0,153
1	46,754	50	50	0,85	0,05	Ordered	Inversion	740,400000000001	0,38
1	46,754	50	50	0,85	0,06	Ordered	Inversion	804,400000000001	0,163
1	46,754	50	50	0,85	0,07	Ordered	Inversion	687,040000000001	0,293
1	46,754	50	50	0,85	0,08	Ordered	Inversion	741,080000000001	0,18
1	46,754	50	50	0,85	0,09	Ordered	Inversion	785,260000000001	0,076
1	46,754	50	50	0,85	0,1	Ordered	Inversion	673,480000000001	0,419
1	46,754	50	50	0,85	0,11	Ordered	Inversion	700,500000000001	0,266
1	46,754	50	50	0,85	0,12	Ordered	Inversion	582,02	0,413
1	46,754	50	50	0,9	0,01	Ordered	Inversion	715,180000000002	0,276
1	46,754	50	50	0,9	0,02	Ordered	Inversion	749,920000000002	0,142
1	46,754	50	50	0,9	0,03	Ordered	Inversion	864,960000000002	0,401
1	46,754	50	50	0,9	0,04	Ordered	Inversion	751,480000000001	0,212
1	46,754	50	50	0,9	0,05	Ordered	Inversion	643,740000000001	0,587
1	46,754	50	50	0,9	0,06	Ordered	Inversion	764,400000000001	0,199
1	46,754	50	50	0,9	0,07	Ordered	Inversion	762,560000000001	0,146
1	46,754	50	50	0,9	0,08	Ordered	Inversion	813,300000000001	0,364
1	46,754	50	50	0,9	0,09	Ordered	Inversion	595,720000000001	0,272
1	46,754	50	50	0,9	0,1	Ordered	Inversion	782,980000000001	0,476
1	46,754	50	50	0,9	0,11	Ordered	Inversion	745,600000000001	0,215
1	46,754	50	50	0,9	0,12	Ordered	Inversion	680,380000000001	0,561
1	46,754	50	100	0,6	0,01	Ordered	Inversion	758,920000000001	0,252
1	46,754	50	100	0,6	0,02	Ordered	Inversion	694,620000000001	0,441
1	46,754	50	100	0,6	0,03	Ordered	Inversion	751,140000000001	0,313
1	46,754	50	100	0,6	0,04	Ordered	Inversion	732,920000000001	0,735
1	46,754	50	100	0,6	0,05	Ordered	Inversion	670,220000000001	0,577
1	46,754	50	100	0,6	0,06	Ordered	Inversion	719,600000000001	0,33
1	46,754	50	100	0,6	0,07	Ordered	Inversion	697,920000000001	0,811
1	46,754	50	100	0,6	0,08	Ordered	Inversion	679,020000000001	0,257
1	46,754	50	100	0,6	0,09	Ordered	Inversion	696,560000000001	0,621
1	46,754	50	100	0,6	0,1	Ordered	Inversion	660,020000000001	0,481
1	46,754	50	100	0,6	0,11	Ordered	Inversion	698,800000000001	0,719
1	46,754	50	100	0,6	0,12	Ordered	Inversion	644,760000000001	0,341
1	46,754	50	100	0,65	0,01	Ordered	Inversion	798,280000000002	0,194
1	46,754	50	100	0,65	0,02	Ordered	Inversion	826,960000000001	0,482
1	46,754	50	100	0,65	0,03	Ordered	Inversion	667,940000000001	0,814
1	46,754	50	100	0,65	0,04	Ordered	Inversion	664,000000000001	0,307
1	46,754	50	100	0,65	0,05	Ordered	Inversion	744,040000000002	0,282
1	46,754	50	100	0,65	0,06	Ordered	Inversion	724,460000000001	0,343
1	46,754	50	100	0,65	0,07	Ordered	Inversion	742,440000000001	0,234
1	46,754	50	100	0,65	0,08	Ordered	Inversion	700,500000000001	0,63
1	46,754	50	100	0,65	0,09	Ordered	Inversion	689,420000000001	0,437
1	46,754	50	100	0,65	0,1	Ordered	Inversion	680,960000000001	0,467
1	46,754	50	100	0,65	0,11	Ordered	Inversion	723,920000000001	0,341
1	46,754	50	100	0,65	0,12	Ordered	Inversion	700,500000000001	0,694
1	46,754	50	100	0,7	0,01	Ordered	Inversion	783,360000000002	0,576
1	46,754	50	100	0,7	0,02	Ordered	Inversion	784,920000000001	0,275
1	46,754	50	100	0,7	0,03	Ordered	Inversion	699,140000000001	0,236
1	46,754	50	100	0,7	0,04	Ordered	Inversion	648,940000000001	0,345
1	46,754	50	100	0,7	0,05	Ordered	Inversion	634,700000000001	0,362
1	46,754	50	100	0,7	0,06	Ordered	Inversion	688,060000000001	0,503
1	46,754	50	100	0,7	0,07	Ordered	Inversion	700,500000000001	0,535
1	46,754	50	100	0,7	0,08	Ordered	Inversion	663,080000000001	0,677
1	46,754	50	100	0,7	0,09	Ordered	Inversion	671,580000000001	0,56
1	46,754	50	100	0,7	0,1	Ordered	Inversion	644,560000000001	0,538
1	46,754	50	100	0,7	0,11	Ordered	Inversion	570,520000000001	0,326
1	46,754	50	100	0,7	0,12	Ordered	Inversion	686,840000000001	0,477
1	46,754	50	100	0,75	0,01	Ordered	Inversion	848,340000000001	0,278
1	46,754	50	100	0,75	0,02	Ordered	Inversion	665,700000000001	0,432
1	46,754	50	100	0,75	0,03	Ordered	Inversion	787,300000000001	0,397
1	46,754	50	100	0,75	0,04	Ordered	Inversion	683,200000000001	0,339
1	46,754	50	100	0,75	0,05	Ordered	Inversion	660,500000000001	0,331
1	46,754	50	100	0,75	0,06	Ordered	Inversion	670,220000000001	0,513
1	46,754	50	100	0,75	0,07	Ordered	Inversion	624,640000000001	0,302
1	46,754	50	100	0,75	0,08	Ordered	Inversion	708,180000000001	0,665
1	46,754	50	100	0,75	0,09	Ordered	Inversion	764,800000000001	0,25
1	46,754	50	100	0,75	0,1	Ordered	Inversion	708,660000000001	0,553
1	46,754	50	100	0,75	0,11	Ordered	Inversion	717,020000000001	0,219
1	46,754	50	100	0,75	0,12	Ordered	Inversion	670,220000000001	0,465
1	46,754	50	100	0,8	0,01	Ordered	Inversion	714,060000000001	0,382
1	46,754	50	100	0,8	0,02	Ordered	Inversion	739,040000000001	0,463
1	46,754	50	100	0,8	0,03	Ordered	Inversion	723,920000000001	0,314
1	46,754	50	100	0,8	0,04	Ordered	Inversion	713,180000000002	0,421
1	46,754	50	100	0,8	0,05	Ordered	Inversion	702,100000000001	0,319
1	46,754	50	100	0,8	0,06	Ordered	Inversion	702,400000000001	0,848
1	46,754	50	100	0,8	0,07	Ordered	Inversion	688,400000000001	0,386
1	46,754	50	100	0,8	0,08	Ordered	Inversion	683,880000000001	0,827
1	46,754	50	100	0,8	0,09	Ordered	Inversion	691,700000000001	0,495
1	46,754	50	100	0,8	0,1	Ordered	Inversion	703,660000000001	0,399
1	46,754	50	100	0,8	0,11	Ordered	Inversion	723,100000000001	0,219
1	46,754	50	100	0,8	0,12	Ordered	Inversion	709,000000000001	0,539
1	46,754	50	100	0,85	0,01	Ordered	Inversion	734,320000000001	0,351
1	46,754	50	100	0,85	0,02	Ordered	Inversion	762,900000000002	0,689
1	46,754	50	100	0,85	0,03	Ordered	Inversion	699,140000000001	0,539
1	46,754	50	100	0,85	0,04	Ordered	Inversion	652,000000000001	0,412
1	46,754	50	100	0,85	0,05	Ordered	Inversion	704,340000000001	0,415
1	46,754	50	100	0,85	0,06	Ordered	Inversion	748,860000000001	0,626
1	46,754	50	100	0,85	0,07	Ordered	Inversion	663,080000000001	0,409
1	46,754	50	100	0,85	0,08	Ordered	Inversion	733,640000000002	0,561
1	46,754	50	100	0,85	0,09	Ordered	Inversion	703,660000000001	0,23
1	46,754	50	100	0,85	0,1	Ordered	Inversion	700,500000000001	0,468
1	46,754	50	100	0,85	0,11	Ordered	Inversion	660,500000000001	0,707
1	46,754	50	100	0,85	0,12	Ordered	Inversion	728,300000000001	0,327
1	46,754	50	100	0,9	0,01	Ordered	Inversion	694,960000000001	0,573
1	46,754	50	100	0,9	0,02	Ordered	Inversion	735,680000000001	0,308
1	46,754	50	100	0,9	0,03	Ordered	Inversion	712,120000000001	0,491
1	46,754	50	100	0,9	0,04	Ordered	Inversion	668,820000000001	0,741
1	46,754	50	100	0,9	0,05	Ordered	Inversion	701,760000000001	0,373
1	46,754	50	100	0,9	0,06	Ordered	Inversion	710,900000000001	0,46
1	46,754	50	100	0,9	0,07	Ordered	Inversion	720,280000000001	0,349
1	46,754	50	100	0,9	0,08	Ordered	Inversion	624,640000000001	0,868
1	46,754	50	100	0,9	0,09	Ordered	Inversion	692,380000000001	0,705
1	46,754	50	100	0,9	0,1	Ordered	Inversion	707,980000000001	0,486
1	46,754	50	100	0,9	0,11	Ordered	Inversion	638,340000000001	0,39
1	46,754	50	100	0,9	0,12	Ordered	Inversion	750,260000000001	0,622
1	46,754	50	150	0,6	0,01	Ordered	Inversion	817,820000000002	0,494
1	46,754	50	150	0,6	0,02	Ordered	Inversion	713,520000000001	0,812
1	46,754	50	150	0,6	0,03	Ordered	Inversion	744,920000000002	0,525
1	46,754	50	150	0,6	0,04	Ordered	Inversion	723,920000000002	0,634
1	46,754	50	150	0,6	0,05	Ordered	Inversion	777,480000000002	0,492
1	46,754	50	150	0,6	0,06	Ordered	Inversion	696,560000000002	0,88
1	46,754	50	150	0,6	0,07	Ordered	Inversion	624,640000000001	0,559
1	46,754	50	150	0,6	0,08	Ordered	Inversion	662,060000000001	0,405
1	46,754	50	150	0,6	0,09	Ordered	Inversion	692,380000000001	0,805
1	46,754	50	150	0,6	0,1	Ordered	Inversion	700,840000000001	0,72
1	46,754	50	150	0,6	0,11	Ordered	Inversion	702,440000000001	0,766
1	46,754	50	150	0,6	0,12	Ordered	Inversion	652,000000000001	0,423
1	46,754	50	150	0,65	0,01	Ordered	Inversion	771,600000000001	0,539
1	46,754	50	150	0,65	0,02	Ordered	Inversion	734,380000000001	0,312
1	46,754	50	150	0,65	0,03	Ordered	Inversion	673,140000000001	0,803
1	46,754	50	150	0,65	0,04	Ordered	Inversion	700,500000000001	1,039
1	46,754	50	150	0,65	0,05	Ordered	Inversion	725,480000000001	0,632
1	46,754	50	150	0,65	0,06	Ordered	Inversion	709,540000000001	0,733
1	46,754	50	150	0,65	0,07	Ordered	Inversion	660,500000000001	0,916
1	46,754	50	150	0,65	0,08	Ordered	Inversion	696,900000000001	0,919
1	46,754	50	150	0,65	0,09	Ordered	Inversion	633,140000000001	0,957
1	46,754	50	150	0,65	0,1	Ordered	Inversion	692,380000000001	0,957
1	46,754	50	150	0,65	0,11	Ordered	Inversion	727,180000000001	0,625
1	46,754	50	150	0,65	0,12	Ordered	Inversion	744,040000000002	0,884
1	46,754	50	150	0,7	0,01	Ordered	Inversion	709,200000000001	0,474
1	46,754	50	150	0,7	0,02	Ordered	Inversion	676,100000000001	1,066
1	46,754	50	150	0,7	0,03	Ordered	Inversion	685,100000000001	0,416
1	46,754	50	150	0,7	0,04	Ordered	Inversion	670,080000000001	0,676
1	46,754	50	150	0,7	0,05	Ordered	Inversion	688,540000000001	0,625
1	46,754	50	150	0,7	0,06	Ordered	Inversion	714,740000000001	0,293
1	46,754	50	150	0,7	0,07	Ordered	Inversion	652,000000000001	0,963
1	46,754	50	150	0,7	0,08	Ordered	Inversion	663,080000000001	1,04
1	46,754	50	150	0,7	0,09	Ordered	Inversion	660,500000000001	1,152
1	46,754	50	150	0,7	0,1	Ordered	Inversion	696,560000000001	0,32
1	46,754	50	150	0,7	0,11	Ordered	Inversion	671,580000000001	0,734
1	46,754	50	150	0,7	0,12	Ordered	Inversion	683,880000000001	0,82
1	46,754	50	150	0,75	0,01	Ordered	Inversion	686,700000000001	0,47
1	46,754	50	150	0,75	0,02	Ordered	Inversion	687,380000000001	0,603
1	46,754	50	150	0,75	0,03	Ordered	Inversion	655,160000000001	0,685
1	46,754	50	150	0,75	0,04	Ordered	Inversion	764,260000000001	0,345
1	46,754	50	150	0,75	0,05	Ordered	Inversion	663,080000000001	0,583
1	46,754	50	150	0,75	0,06	Ordered	Inversion	750,800000000002	0,709
1	46,754	50	150	0,75	0,07	Ordered	Inversion	683,880000000001	0,362
1	46,754	50	150	0,75	0,08	Ordered	Inversion	697,920000000001	0,935
1	46,754	50	150	0,75	0,09	Ordered	Inversion	671,780000000001	0,81
1	46,754	50	150	0,75	0,1	Ordered	Inversion	671,580000000001	0,783
1	46,754	50	150	0,75	0,11	Ordered	Inversion	683,880000000001	1,561
1	46,754	50	150	0,75	0,12	Ordered	Inversion	663,080000000001	0,78
1	46,754	50	150	0,8	0,01	Ordered	Inversion	755,460000000002	0,358
1	46,754	50	150	0,8	0,02	Ordered	Inversion	794,100000000002	0,714
1	46,754	50	150	0,8	0,03	Ordered	Inversion	715,420000000001	0,909
1	46,754	50	150	0,8	0,04	Ordered	Inversion	692,380000000001	0,772
1	46,754	50	150	0,8	0,05	Ordered	Inversion	643,540000000001	0,867
1	46,754	50	150	0,8	0,06	Ordered	Inversion	709,000000000001	0,782
1	46,754	50	150	0,8	0,07	Ordered	Inversion	696,900000000001	0,654
1	46,754	50	150	0,8	0,08	Ordered	Inversion	635,040000000001	0,539
1	46,754	50	150	0,8	0,09	Ordered	Inversion	711,820000000002	0,839
1	46,754	50	150	0,8	0,1	Ordered	Inversion	666,580000000001	1,29
1	46,754	50	150	0,8	0,11	Ordered	Inversion	683,880000000001	0,355
1	46,754	50	150	0,8	0,12	Ordered	Inversion	660,500000000001	0,822
1	46,754	50	150	0,85	0,01	Ordered	Inversion	817,140000000002	0,743
1	46,754	50	150	0,85	0,02	Ordered	Inversion	723,580000000001	0,752
1	46,754	50	150	0,85	0,03	Ordered	Inversion	703,460000000001	0,723
1	46,754	50	150	0,85	0,04	Ordered	Inversion	683,540000000001	0,757
1	46,754	50	150	0,85	0,05	Ordered	Inversion	734,280000000001	0,862
1	46,754	50	150	0,85	0,06	Ordered	Inversion	673,480000000001	0,504
1	46,754	50	150	0,85	0,07	Ordered	Inversion	730,680000000001	0,647
1	46,754	50	150	0,85	0,08	Ordered	Inversion	671,780000000001	0,647
1	46,754	50	150	0,85	0,09	Ordered	Inversion	707,300000000001	0,341
1	46,754	50	150	0,85	0,1	Ordered	Inversion	703,460000000001	1,078
1	46,754	50	150	0,85	0,11	Ordered	Inversion	725,480000000001	0,566
1	46,754	50	150	0,85	0,12	Ordered	Inversion	666,040000000001	0,59
1	46,754	50	150	0,9	0,01	Ordered	Inversion	760,320000000001	0,418
1	46,754	50	150	0,9	0,02	Ordered	Inversion	693,600000000001	0,355
1	46,754	50	150	0,9	0,03	Ordered	Inversion	652,000000000001	0,628
1	46,754	50	150	0,9	0,04	Ordered	Inversion	671,580000000001	0,761
1	46,754	50	150	0,9	0,05	Ordered	Inversion	723,920000000002	0,35
1	46,754	50	150	0,9	0,06	Ordered	Inversion	683,880000000001	0,597
1	46,754	50	150	0,9	0,07	Ordered	Inversion	700,020000000001	0,803
1	46,754	50	150	0,9	0,08	Ordered	Inversion	713,860000000002	0,69
1	46,754	50	150	0,9	0,09	Ordered	Inversion	652,000000000001	1,451
1	46,754	50	150	0,9	0,1	Ordered	Inversion	696,220000000001	0,98
1	46,754	50	150	0,9	0,11	Ordered	Inversion	702,400000000001	1,52
1	46,754	50	150	0,9	0,12	Ordered	Inversion	724,600000000001	0,382
1	46,754	50	200	0,6	0,01	Ordered	Inversion	706,180000000001	0,793
1	46,754	50	200	0,6	0,02	Ordered	Inversion	730,680000000001	1,053
1	46,754	50	200	0,6	0,03	Ordered	Inversion	756,340000000002	0,929
1	46,754	50	200	0,6	0,04	Ordered	Inversion	671,580000000001	1,005
1	46,754	50	200	0,6	0,05	Ordered	Inversion	744,480000000001	0,651
1	46,754	50	200	0,6	0,06	Ordered	Inversion	644,760000000001	0,905
1	46,754	50	200	0,6	0,07	Ordered	Inversion	652,000000000001	0,791
1	46,754	50	200	0,6	0,08	Ordered	Inversion	702,440000000001	0,489
1	46,754	50	200	0,6	0,09	Ordered	Inversion	707,300000000001	0,928
1	46,754	50	200	0,6	0,1	Ordered	Inversion	707,300000000001	1,317
1	46,754	50	200	0,6	0,11	Ordered	Inversion	702,440000000001	1,1
1	46,754	50	200	0,6	0,12	Ordered	Inversion	745,940000000001	0,439
1	46,754	50	200	0,65	0,01	Ordered	Inversion	777,820000000001	0,86
1	46,754	50	200	0,65	0,02	Ordered	Inversion	696,560000000001	0,852
1	46,754	50	200	0,65	0,03	Ordered	Inversion	693,600000000001	0,994
1	46,754	50	200	0,65	0,04	Ordered	Inversion	728,100000000002	0,743
1	46,754	50	200	0,65	0,05	Ordered	Inversion	682,180000000001	1,128
1	46,754	50	200	0,65	0,06	Ordered	Inversion	644,420000000001	0,673
1	46,754	50	200	0,65	0,07	Ordered	Inversion	747,840000000001	0,987
1	46,754	50	200	0,65	0,08	Ordered	Inversion	702,780000000001	0,772
1	46,754	50	200	0,65	0,09	Ordered	Inversion	702,440000000001	0,853
1	46,754	50	200	0,65	0,1	Ordered	Inversion	730,680000000001	0,749
1	46,754	50	200	0,65	0,11	Ordered	Inversion	673,820000000001	1,271
1	46,754	50	200	0,65	0,12	Ordered	Inversion	723,920000000001	1,006
1	46,754	50	200	0,7	0,01	Ordered	Inversion	775,200000000001	0,91
1	46,754	50	200	0,7	0,02	Ordered	Inversion	676,780000000001	1,476
1	46,754	50	200	0,7	0,03	Ordered	Inversion	708,860000000001	0,727
1	46,754	50	200	0,7	0,04	Ordered	Inversion	672,120000000001	1,57
1	46,754	50	200	0,7	0,05	Ordered	Inversion	666,920000000001	0,942
1	46,754	50	200	0,7	0,06	Ordered	Inversion	722,320000000001	0,832
1	46,754	50	200	0,7	0,07	Ordered	Inversion	700,500000000001	1,105
1	46,754	50	200	0,7	0,08	Ordered	Inversion	624,640000000001	0,937
1	46,754	50	200	0,7	0,09	Ordered	Inversion	652,000000000001	1,488
1	46,754	50	200	0,7	0,1	Ordered	Inversion	700,500000000001	0,543
1	46,754	50	200	0,7	0,11	Ordered	Inversion	698,600000000001	0,575
1	46,754	50	200	0,7	0,12	Ordered	Inversion	624,640000000001	0,872
1	46,754	50	200	0,75	0,01	Ordered	Inversion	734,860000000002	0,511
1	46,754	50	200	0,75	0,02	Ordered	Inversion	638,340000000001	1,408
1	46,754	50	200	0,75	0,03	Ordered	Inversion	703,120000000001	1,433
1	46,754	50	200	0,75	0,04	Ordered	Inversion	710,220000000001	1,122
1	46,754	50	200	0,75	0,05	Ordered	Inversion	682,860000000001	1,155
1	46,754	50	200	0,75	0,06	Ordered	Inversion	709,200000000001	0,624
1	46,754	50	200	0,75	0,07	Ordered	Inversion	703,800000000001	0,94
1	46,754	50	200	0,75	0,08	Ordered	Inversion	703,460000000001	0,563
1	46,754	50	200	0,75	0,09	Ordered	Inversion	638,340000000001	1,128
1	46,754	50	200	0,75	0,1	Ordered	Inversion	683,880000000001	1,072
1	46,754	50	200	0,75	0,11	Ordered	Inversion	653,260000000001	0,781
1	46,754	50	200	0,75	0,12	Ordered	Inversion	730,680000000001	0,728
1	46,754	50	200	0,8	0,01	Ordered	Inversion	660,500000000001	0,91
1	46,754	50	200	0,8	0,02	Ordered	Inversion	726,360000000001	0,805
1	46,754	50	200	0,8	0,03	Ordered	Inversion	703,800000000001	1,421
1	46,754	50	200	0,8	0,04	Ordered	Inversion	721,640000000001	0,597
1	46,754	50	200	0,8	0,05	Ordered	Inversion	713,180000000001	0,915
1	46,754	50	200	0,8	0,06	Ordered	Inversion	663,080000000001	0,719
1	46,754	50	200	0,8	0,07	Ordered	Inversion	696,900000000001	0,975
1	46,754	50	200	0,8	0,08	Ordered	Inversion	697,100000000001	0,682
1	46,754	50	200	0,8	0,09	Ordered	Inversion	682,860000000001	0,888
1	46,754	50	200	0,8	0,1	Ordered	Inversion	652,000000000001	1,563
1	46,754	50	200	0,8	0,11	Ordered	Inversion	683,880000000001	0,957
1	46,754	50	200	0,8	0,12	Ordered	Inversion	633,140000000001	1,467
1	46,754	50	200	0,85	0,01	Ordered	Inversion	684,220000000001	0,514
1	46,754	50	200	0,85	0,02	Ordered	Inversion	702,100000000001	0,88
1	46,754	50	200	0,85	0,03	Ordered	Inversion	644,420000000001	0,885
1	46,754	50	200	0,85	0,04	Ordered	Inversion	624,640000000001	0,828
1	46,754	50	200	0,85	0,05	Ordered	Inversion	652,000000000001	1,291
1	46,754	50	200	0,85	0,06	Ordered	Inversion	704,680000000001	1,725
1	46,754	50	200	0,85	0,07	Ordered	Inversion	633,140000000001	0,705
1	46,754	50	200	0,85	0,08	Ordered	Inversion	728,440000000001	1,084
1	46,754	50	200	0,85	0,09	Ordered	Inversion	693,260000000001	0,611
1	46,754	50	200	0,85	0,1	Ordered	Inversion	654,820000000001	0,65
1	46,754	50	200	0,85	0,11	Ordered	Inversion	709,000000000001	1,024
1	46,754	50	200	0,85	0,12	Ordered	Inversion	672,120000000001	0,655
1	46,754	50	200	0,9	0,01	Ordered	Inversion	833,900000000002	0,464
1	46,754	50	200	0,9	0,02	Ordered	Inversion	654,280000000001	0,82
1	46,754	50	200	0,9	0,03	Ordered	Inversion	660,500000000001	1,341
1	46,754	50	200	0,9	0,04	Ordered	Inversion	729,320000000002	1,088
1	46,754	50	200	0,9	0,05	Ordered	Inversion	724,460000000001	0,953
1	46,754	50	200	0,9	0,06	Ordered	Inversion	652,000000000001	1,119
1	46,754	50	200	0,9	0,07	Ordered	Inversion	682,860000000001	1,236
1	46,754	50	200	0,9	0,08	Ordered	Inversion	652,920000000001	1,036
1	46,754	50	200	0,9	0,09	Ordered	Inversion	718,920000000001	1,007
1	46,754	50	200	0,9	0,1	Ordered	Inversion	633,140000000001	0,771
1	46,754	50	200	0,9	0,11	Ordered	Inversion	720,420000000001	0,751
1	46,754	50	200	0,9	0,12	Ordered	Inversion	683,880000000001	0,873
1	46,754	50	250	0,6	0,01	Ordered	Inversion	737,440000000001	0,45
1	46,754	50	250	0,6	0,02	Ordered	Inversion	697,580000000001	2,152
1	46,754	50	250	0,6	0,03	Ordered	Inversion	635,040000000001	1,424
1	46,754	50	250	0,6	0,04	Ordered	Inversion	696,560000000001	1,097
1	46,754	50	250	0,6	0,05	Ordered	Inversion	623,180000000001	0,926
1	46,754	50	250	0,6	0,06	Ordered	Inversion	730,140000000001	0,884
1	46,754	50	250	0,6	0,07	Ordered	Inversion	652,000000000001	1,29
1	46,754	50	250	0,6	0,08	Ordered	Inversion	682,180000000001	1,151
1	46,754	50	250	0,6	0,09	Ordered	Inversion	658,320000000001	0,765
1	46,754	50	250	0,6	0,1	Ordered	Inversion	654,820000000001	1,396
1	46,754	50	250	0,6	0,11	Ordered	Inversion	652,000000000001	1,079
1	46,754	50	250	0,6	0,12	Ordered	Inversion	624,640000000001	1,923
1	46,754	50	250	0,65	0,01	Ordered	Inversion	697,580000000001	1,065
1	46,754	50	250	0,65	0,02	Ordered	Inversion	723,580000000001	1,015
1	46,754	50	250	0,65	0,03	Ordered	Inversion	693,260000000001	0,967
1	46,754	50	250	0,65	0,04	Ordered	Inversion	702,780000000001	1,332
