2017-09-03 21:34:53:3333	../../../files/testListWithPickListSize025.txt
InstanceNumber	DistanceMatrixRunningTime	GACycleSwapTotalDistance	GACycleSwapRunningTime	GACycleInversionTotalDistance	GACycleInversionRunningTime	GAOrderedSwapTotalDistance	GAOrderedSwapRunningTime	GAOrderedInversionTotalDistance	GAOrderedInversionRunningTime	GAPMXSwapTotalDistance	GAPMXSwapRunningTime	GAPMXInversionTotalDistance	GAPMXInversionRunningTime	SShapeTravelledTotalDistance	SShapeRunningTime	LargestGapTravelledTotalDistance	LargestGapRunningTime
35	29,479	791,180000000001	6,118	679,900000000001	11,087	657,880000000001	1,596	657,880000000001	2,597	742,440000000001	3,273	679,900000000001	3,997	1000,96	0	843,52	0
36	29,103	844,120000000001	4,605	683,740000000001	5,099	432,14	2,103	691,560000000001	3,186	589,020000000001	2,351	578,080000000001	2,802	1000,14	0	899,26	0
37	29,122	690,980000000001	4,893	591,940000000001	7,345	465,48	5,278	662,740000000001	2,686	579,980000000001	4,423	707,400000000001	2,721	914,7	0	863,2	0
38	28,18	664,820000000001	5,13	615,88	10,044	723,820000000001	2,926	661,320000000001	3,415	774,320000000001	3,151	689,020000000001	5,486	984,68	0,001	873,26	0,001
39	29,247	838,960000000001	4,277	678,540000000001	7,093	667,460000000001	3,182	739,140000000001	2,151	832,600000000001	3,198	751,820000000001	3,322	886,66	0	787	0
40	30,032	514,12	5,88	480,62	7,93	564,320000000001	2,609	487,44	2,405	494,980000000001	2,786	487,44	5,322	933,12	0	816,16	0
41	29,687	785,740000000001	4,776	739,620000000001	8,091	768,100000000001	2,859	727,180000000001	2,076	849,900000000002	2,06	721,640000000001	3,249	1012,92	0	788,7	0
42	30,032	831,480000000001	5,138	779,180000000001	8,298	802,760000000001	2,485	752,840000000001	2,664	858,740000000002	3,295	688,400000000001	3,565	988,52	0	882,64	0
43	29,33	767,120000000001	11,214	692,760000000001	7,977	697,280000000001	2,105	697,820000000001	1,685	709,920000000001	4,43	671,820000000001	4,099	980,56	0	894,3	0
44	30,298	739,000000000001	5,862	418,72	9,909	730,140000000001	2,381	487,1	2,052	874,480000000002	2,916	533,900000000001	2,885	915,96	0,06	876,76	0,001
45	29,346	700,600000000001	6,286	421,54	8,706	641,580000000001	2,921	651,600000000001	4,579	732,860000000001	1,958	651,600000000001	3,443	1004,32	0	914,86	0
46	28,58	813,840000000001	5,972	634,580000000001	6,131	703,800000000002	2,362	650,98	3,491	691,700000000001	2,654	700,500000000001	3,107	966,9	0	871,56	0
47	29,305	822,160000000001	8,461	688,880000000001	5,749	724,600000000001	1,471	730,440000000001	3,265	761,880000000001	3,062	711,580000000001	6,268	1019	0	821,6	0,001
48	29,332	613,24	5,283	674,660000000001	7,562	677,140000000001	2,831	669,120000000001	3,438	701,520000000001	2,33	732,180000000001	3,389	903,42	0	865,58	0
49	30,299	767,660000000002	5,146	527,800000000001	10,161	703,620000000001	1,531	648,86	2,561	693,240000000001	2,484	609,960000000001	2,49	875,58	0	754,44	0
50	30,744	748,720000000001	6,451	685,140000000001	7,834	666,580000000001	2,886	530,600000000001	4,444	664,880000000001	2,499	714,060000000001	2,858	993,38	0	801,58	0
51	29,969	748,920000000001	5,927	628,48	11,796	612,200000000001	1,983	670,900000000001	2,001	614,140000000001	3,469	611,660000000001	3,286	1054,38	0	764,5	0
52	28,58	838,760000000002	4,952	728,880000000001	6,951	853,100000000001	3,634	722,320000000001	2,377	783,060000000001	3,116	779,620000000001	3,635	967,58	0	843,08	0
53	28,564	692,580000000001	5,851	712,120000000001	5,464	793,180000000001	1,978	749,000000000001	2,192	764,940000000001	2,884	704,040000000001	3,877	951,98	0	973,32	0,001
54	28,846	625,220000000001	7,173	715,220000000001	6,184	581,000000000001	5,272	532,860000000001	3,155	645,000000000001	3,133	556,26	2,883	978,32	0	806,78	0
55	29,694	761,400000000001	4,69	701,180000000001	6,992	669,880000000001	1,671	669,880000000001	2,589	763,100000000001	2,401	677,320000000001	2,893	1094,66	0	824,42	0,001
56	29,645	770,740000000001	6,116	699,540000000001	4,986	697,780000000001	1,704	514,66	2,939	733,740000000001	5,085	651,660000000001	3,859	899,88	0	829,62	0
57	29,788	638,460000000001	5,577	641,360000000001	4,793	659,880000000001	2,045	631,300000000001	2,498	641,500000000001	2,736	631,300000000001	4,901	966,22	0	807,8	0,001
58	29,168	694,960000000001	7,185	731,900000000001	11,413	763,440000000001	1,614	742,300000000001	2,525	778,840000000002	2,488	689,760000000001	4,367	1081,6	0	881,62	0
59	29,977	645,880000000001	7,473	524,380000000001	6,266	567,540000000001	2,369	574,780000000001	4,705	749,640000000001	3,832	575,12	3,93	916,84	0	794,34	0
60	28,975	508,920000000001	5,301	641,260000000001	12,681	671,240000000001	2,217	652,340000000001	2,373	792,600000000002	2,436	525,260000000001	2,872	965,88	0,001	892,36	0,001
61	35,167	566,320000000001	5,801	548,92	7,71	594,46	2,016	565,54	2,286	532,72	3,742	548,92	3,229	928,94	0	801,58	0,001
62	35,217	687,380000000001	7,306	646,460000000001	8,854	573,760000000001	3,695	640,240000000001	3,094	628,340000000001	4,389	665,360000000001	2,914	1057,44	0	778,64	0,001
63	34,99	841,780000000002	4,853	689,760000000001	6,692	710,900000000001	2,355	679,020000000001	3,112	774,320000000001	3,244	707,400000000001	4,807	906,1	0	876,42	0
64	35,124	746,080000000001	6,439	556,4	11,806	791,820000000001	1,403	486,64	1,513	705,220000000001	3,699	545,86	3,888	896,72	0	801,92	0
65	35,096	825,940000000001	10,859	762,800000000001	6,609	796,480000000001	2,545	725,820000000001	3,365	796,680000000001	2,818	759,940000000001	4,926	979,2	0	835,84	0
66	35,024	686,220000000001	4,017	622,800000000001	6,831	678,460000000001	1,962	628,960000000001	2,736	618,200000000001	3,434	687,180000000001	3,843	824,84	0	776,26	0,001
67	34,541	879,680000000001	5,662	718,440000000001	7,523	693,460000000001	3,609	683,200000000001	3,657	752,400000000001	2,73	776,900000000001	2,265	1027,84	0	900,96	0
68	34,478	695,060000000002	5,858	525,740000000001	5,871	717,660000000001	2,44	596,940000000001	2,958	734,380000000001	2,382	622,74	2,611	934	0	835,84	0
69	34,115	798,480000000002	7,586	668,820000000001	8,956	833,620000000002	2,579	602,480000000001	2,368	818,840000000001	2,497	702,400000000001	3,011	1005,88	0	872,58	0
70	34	837,120000000001	8,684	707,800000000001	7,685	721,5	2,775	663,080000000001	3,416	695,500000000001	2,277	675,72	3,345	1000,14	0	921,08	0
71	33,763	816,260000000001	6,252	706,72	9,09	736,220000000002	3,626	665,700000000001	2,858	809,660000000001	3,654	671,580000000001	3,423	827,08	0	746,42	0
72	33,228	701,420000000001	7,069	633,880000000001	7,747	629,44	3,874	700,020000000001	2,152	812,140000000001	3,156	696,900000000001	3,565	918,2	0	824,76	0,001
73	32,83	609,520000000001	6,416	682,860000000001	7,385	749,100000000001	2,06	642,040000000001	8,094	681,160000000001	3,587	613,460000000001	2,778	982,98	0	865,68	0
74	27,424	572,16	5,33	527,88	13,307	729,460000000001	1,416	664,100000000001	1,87	718,040000000001	2,348	582,700000000001	5,053	887,2	0	777,62	0
75	29,868	777,820000000002	7,996	589,84	6,369	591,06	3,517	699,680000000001	3,449	726,160000000001	3,492	736,360000000001	3,267	877,86	0	822,38	0
76	32,106	898,260000000002	8,842	852,080000000001	6,236	727,320000000001	3,907	732,860000000001	2,329	827,440000000001	3,248	727,320000000001	4,161	1053,84	0	952,96	0,001
77	38,813	673,240000000002	6,127	568,500000000001	6,232	585,660000000001	2,862	545,320000000001	2,48	628,580000000001	3,783	554,380000000001	3,076	948	0	788,7	0,001
78	38,131	661,920000000001	6,01	669,640000000001	7,143	694,500000000001	1,553	680,580000000001	2,541	708,520000000001	2,652	593,200000000001	4,262	907,46	0	835,5	0
79	32,222	747,340000000002	6,708	628,620000000001	6,133	540,660000000001	2,996	418,6	2,035	543,380000000001	4,934	631,240000000001	3,348	989,06	0	779,76	0
80	36,728	706,380000000001	7,621	636,400000000001	9,403	657,140000000001	2,148	636,540000000001	4,606	650,020000000001	3,069	672,940000000001	4,186	949,6	0	903,78	0
81	37,476	654,560000000001	6,89	629,840000000001	8,839	645,100000000001	3,394	432,040000000001	3,148	680,960000000001	3,239	629,840000000001	5,414	989,54	0	820,92	0,001
82	51,018	733,600000000001	11,461	586,880000000001	7,593	625,660000000001	2,89	674,840000000001	3,391	811,740000000001	2,772	647,140000000001	5,168	1032,9	0	882,3	0,001
83	50,066	684,320000000001	7,068	637,120000000001	12,979	797,560000000001	3,574	543,38	4,877	680,920000000001	4,567	600,72	3,333	922,38	0	827,92	0
84	49,561	646,460000000001	6,024	670,560000000001	7,374	678,54	2,255	586,000000000001	4,377	498,380000000001	3,869	574,580000000001	3,654	993,58	0	838,66	0,001
85	50,204	653,920000000001	4,72	567,780000000001	5,627	529,320000000001	2,367	532,88	1,953	531,14	4,406	551,740000000001	3,003	899,88	0	801,58	0
86	49,437	503,680000000001	5,943	566,34	6,094	598,280000000001	3,123	454,86	2,308	600,160000000001	2,758	465,94	3,832	947,12	0	823,74	0
87	51,065	673,040000000001	3,877	626,920000000001	8,903	553,780000000001	2,335	611,86	2,204	727,820000000002	3,096	622,260000000001	4,192	910,62	0	809,94	0
88	50,828	645,540000000001	4,495	419,72	9,749	579,640000000001	1,654	492,060000000001	3,239	678,820000000001	2,554	565,200000000001	4,114	978,46	0	824,52	0
89	52,653	698,260000000001	5,404	543,380000000001	9,113	621,380000000001	2,882	611,220000000001	2,794	705,900000000001	3,428	647,960000000001	3,751	912,46	0	773,54	0
90	47,255	646,120000000001	6,68	767,520000000001	6,929	677,860000000001	3,078	685,780000000001	4,218	707,740000000001	3,372	702,200000000001	3,108	874,9	0	902,32	0
91	47,511	588,6	5,745	551,400000000001	9,454	722,380000000001	2,321	618,3	2,294	679,720000000001	2,676	548,9	4,034	983,86	0	824,42	0
92	48,583	763,100000000001	6,363	733,980000000002	4,862	674,600000000002	1,593	584,200000000001	2,922	751,340000000002	3,81	722,560000000002	3,266	1043,3	0	883,32	0
93	49,454	710,760000000001	5,134	682,520000000001	19,498	794,300000000001	2,808	585,520000000001	2,633	663,540000000001	4,366	683,060000000001	4,936	1032,22	0,001	862,18	0,001
94	51,302	682,280000000001	5,503	702,780000000001	9,876	763,780000000001	2,177	662,060000000001	3,031	750,940000000001	4,062	639,16	3,704	927,92	0	839	0,001
95	50,424	537,060000000001	5,102	422,32	8,188	576,28	2,828	541,020000000001	3,034	696,560000000001	2,562	443,12	2,902	896,04	0	881,96	0
96	49,705	805,720000000001	4,863	750,900000000001	7,295	612,200000000001	3,083	770,340000000001	3,283	817,140000000002	3,259	580,320000000001	6,86	1027,16	0	928,32	0,001
97	51,757	659,280000000001	5,759	579,580000000001	8,961	551,540000000001	3,552	455,56	2,905	665,560000000001	2,635	483,12	3,436	939,2	0	795,7	0
98	49,051	791,940000000001	4,861	734,620000000001	6,885	741,760000000001	2,885	731,920000000001	4,594	783,780000000001	2,878	732,720000000001	3,318	983,52	0	893,72	0
99	52,44	680,240000000001	9,205	679,500000000001	7,944	747,980000000001	2,246	721,100000000001	6,56	600,46	2,069	701,180000000001	3,038	906,58	0	776,6	0,001
100	57,293	779,420000000002	6,472	698,800000000001	7,616	619,200000000001	2,107	689,960000000001	3,818	675,480000000001	3,14	587,240000000001	4,018	995,14	0	825,1	0,001
101	49,954	757,360000000001	5,981	803,240000000001	16,223	593,680000000001	2,848	737,780000000001	2,673	685,140000000001	3,533	736,560000000001	3,538	918,54	0	906,84	0
102	51,507	652,440000000001	5,329	532,84	14,239	559,32	2,683	532,84	3,195	684,460000000002	4,199	607,820000000001	3,25	822,8	0,001	688,3	0
103	51,105	739,960000000001	5,722	576,820000000001	20,728	635,720000000001	2,172	619,24	3,162	792,900000000001	3,921	657,740000000001	7,119	1050,4	0	901,3	0
104	51,444	621,580000000001	10,585	658,420000000001	5,208	563,020000000001	2,255	537,700000000001	2,968	705,900000000001	3,424	433,26	2,847	824,5	0	680,28	0
105	51,403	720,420000000001	4,655	626,580000000002	6,578	655,160000000001	1,542	636,400000000001	2,754	709,300000000001	2,92	589,380000000001	4,8	913,2	0	752,74	0
106	51,216	798,040000000001	4,946	602,160000000001	7,123	670,180000000001	4,247	679,020000000001	1,89	726,500000000001	2,585	672,800000000001	4,018	924,08	0	873,6	0
107	56,412	387,38	5,203	624,440000000001	6,684	677,180000000001	5,201	618,560000000001	3,223	592,56	3,717	588,58	3,616	936,18	0	774,9	0,001
108	39,727	794,440000000001	7,262	614,040000000001	6,341	712,500000000001	1,859	651,120000000001	4,829	732,040000000001	4,673	678,820000000001	4,109	1026	0	810,18	0,001
109	50,24	694,140000000001	6,127	686,360000000001	8,543	811,500000000001	2,763	536,82	3,489	716,200000000001	3,12	471,02	4,394	987,5	0	973,76	0
110	52,765	662,980000000001	7,918	787,500000000001	8,636	695,840000000001	4,33	630,18	3,383	772,040000000001	4,049	724,420000000001	3,492	950,56	0	835,16	0
111	47,669	785,600000000001	5,244	618,560000000001	8,307	728,180000000001	1,995	647,280000000001	2,348	760,200000000002	3,718	651,120000000001	3,2	1010,88	0	851,78	0
112	46,791	747,020000000001	4,996	619,100000000001	8,927	561,580000000001	2,843	599,760000000001	4,783	589,380000000001	2,621	623,260000000001	3,515	1032,36	0	876,08	0
113	49,74	748,320000000001	7,963	695,300000000001	5,227	740,200000000001	1,672	508,780000000001	2,367	784,380000000001	4,324	685,720000000001	5,183	917,86	0	845,56	0
114	51,173	626,580000000001	6,598	593,62	8,822	595,380000000001	2,315	587,840000000001	2,512	663,660000000001	4,02	538,08	3,448	947,46	0	846,58	0
115	54,839	771,900000000001	5,757	673,680000000001	9,423	751,680000000001	4,658	667,06	4,379	709,880000000001	3,754	661,720000000001	3,455	1027,36	0,001	873,94	0,001
116	51,387	840,220000000002	5,43	685,440000000001	8,155	795,860000000001	2,268	635,380000000001	2,409	790,800000000001	2,684	657,740000000001	3,831	989,06	0	949,12	0
117	51,63	777,040000000001	4,946	717,120000000001	7,792	613,560000000001	1,959	724,020000000001	2,766	771,360000000001	5,628	709,340000000001	3,007	830,14	0	774,46	0,001
118	51,612	722,180000000001	5,64	632,020000000001	4,753	725,000000000001	1,898	562,82	3,757	699,140000000001	2,415	677,800000000001	6,193	1000	0	823,4	0,001
119	50,733	634,940000000001	5,963	616,720000000001	9,768	661,820000000001	2,248	579,540000000001	4,185	727,760000000001	2,976	577,980000000001	4,15	954,84	0	744,04	0
120	46,862	806,060000000001	5,943	603,5	8,225	755,080000000001	2,222	705,520000000001	4,561	746,580000000001	2,711	732,540000000001	4,573	954,6	0	850,42	0,001
121	49,8	620,700000000001	5,161	675,040000000001	8,605	604,080000000001	1,983	482,22	2,94	722,860000000001	2,801	341,04	3,094	999,46	0,001	818,2	0,001
122	51,601	676,980000000001	5,04	659,960000000001	5,635	668,820000000001	1,843	630,520000000001	4,371	597,080000000001	4,105	646,800000000001	3,523	960,34	0	907,96	0
123	51,084	724,320000000001	6,737	682,860000000001	6,973	647,020000000001	4,024	660,700000000001	2,463	666,920000000001	3,944	671,100000000001	3,641	911,64	0	865,68	0
124	51,783	839,500000000001	5,345	658,220000000001	5,99	546,2	2,571	626,160000000001	2,734	810,200000000001	2,537	725,820000000001	3,302	927,92	0	855,28	0
125	50,738	708,520000000001	5,609	609,620000000001	8,229	656,420000000001	3,246	631,540000000001	3,722	623,960000000001	2,743	645,240000000001	2,37	917,52	0	714,64	0
126	49,897	682,420000000001	5,624	700,500000000001	6,015	670,52	2,044	568,360000000001	3,805	642,180000000001	2,489	640,38	4,036	962,04	0	916,56	0
127	53,553	755,320000000002	4,353	730,44	9,374	614,480000000001	1,91	634,700000000001	2,698	708,660000000001	3,12	732,920000000001	5,215	861,92	0	800,22	0
128	50,502	795,320000000002	4,354	550,16	6,592	788,760000000002	1,516	694,620000000001	3,312	719,020000000001	3,231	652,000000000001	3,453	906,44	0	800,56	0
129	49,004	603,060000000001	5,684	673,000000000001	4,358	639,900000000001	2,02	611,520000000001	3,002	842,700000000002	3,359	760,140000000001	3,849	949,4	0	888,18	0
130	39,384	634,980000000001	5,853	665,360000000001	5,46	627,46	2,217	691,66	4,168	587,420000000001	3,11	481,86	4,027	788,78	0	793,22	0
131	30,634	759,600000000001	9,503	648,640000000001	12,956	640,580000000001	2,938	636,200000000001	2,37	671,640000000001	3,241	673,000000000001	4,643	966,22	0	895,76	0,001
132	45,983	705,700000000001	8,591	690,980000000001	10,549	786,620000000001	2,506	708,660000000001	1,806	668,280000000001	2,619	680,040000000001	4,537	1005,14	0	850,76	0,001
133	46,699	665,560000000001	5,143	575,12	14,393	545,520000000001	3,233	672,800000000001	2,925	510,700000000001	2,544	667,46	4,6	1037,9	0	882,98	0
134	47,533	836,920000000002	4,876	696,520000000001	5,51	745,460000000001	2,315	681,500000000001	3,949	817,520000000002	4,677	724,120000000001	4,948	995,82	0	857,32	0
135	46,79	663,660000000001	6,156	597,960000000001	10,393	634,300000000001	4,825	655,100000000001	2,164	723,240000000001	2,914	607,480000000001	3,12	934,14	0	860,14	0
136	47,235	820,440000000002	5,982	744,140000000001	5,798	763,480000000001	3,137	728,200000000001	3,942	723,000000000001	3,747	733,740000000001	3,372	983,18	0	865	0
137	47,153	714,740000000001	6,297	705,220000000001	7,344	765,860000000002	1,853	709,880000000001	2,029	777,140000000001	3,374	699,340000000001	5,277	957,18	0	857,32	0
138	47,416	717,220000000002	4,986	613,900000000001	9,121	639,760000000001	2,409	644,080000000001	2,169	732,820000000002	2,33	624,640000000001	3,567	1032,9	0	883,66	0
139	47	821,080000000002	6,348	704,000000000001	5,693	684,020000000001	3,246	657,540000000001	2,667	843,380000000002	2,933	672,660000000001	2,879	922,72	0	790,16	0
140	47,956	855,880000000001	4,434	750,760000000001	9,269	743,180000000001	3,149	732,720000000001	4,013	724,560000000001	2,974	633,000000000001	2,927	854,24	0	717,36	0
141	46,395	734,520000000001	6,666	677,860000000001	13,405	666,240000000001	2,456	732,180000000001	3,109	844,360000000001	3,264	708,660000000001	2,499	971,42	0	818,54	0
142	47,264	564,040000000001	6,606	531,14	8,039	711,780000000001	3,988	669,3	3,393	664,540000000001	2,727	603,360000000001	4,826	935,359999999999	0	932,16	0
143	50,272	784,040000000002	6,942	653,260000000001	5,936	634,160000000001	2,329	675,760000000001	2,592	652,240000000001	3,277	666,040000000001	3,36	952,46	0	803,96	0,001
144	52,777	729,220000000001	9,958	662,880000000001	7,328	689,900000000001	2,101	668,080000000001	2,685	692,380000000001	2,986	738,400000000001	3,42	1004,32	0	871,22	0
145	50,803	772,820000000002	10,157	689,760000000001	11,51	759,840000000002	3,559	539,44	3,664	767,420000000002	5,281	590,420000000001	2,782	972,78	0	796,04	0
146	49,29	757,360000000002	6,635	704,000000000001	4,365	558,740000000001	3,306	690,98	2,72	757,700000000001	3,222	599,100000000001	5,098	922,52	0	827,58	0,001
147	52,588	746,820000000001	7,317	619,780000000001	3,823	754,600000000001	3,043	619,640000000001	3,026	728,440000000001	3,575	664,680000000001	5,898	1022,64	0	860,48	0
148	50,385	678,060000000001	6,306	634,700000000001	6,627	634,940000000001	3,163	538,76	3,088	685,920000000001	2,611	586,880000000001	4,658	929,48	0	915,2	0
149	50,584	664,540000000001	5,993	569,72	4,311	733,800000000001	2,259	563,980000000001	3,339	640,920000000001	2,804	588,500000000001	4,712	866,1	0	830,4	0
150	56,224	697,680000000001	9,237	624,100000000001	5,369	683,880000000001	2,448	574,920000000001	2,203	623,420000000001	3,381	597,960000000001	2,867	795	0	655,64	0
151	55,372	608,260000000001	7,734	514,12	8,838	568,9	2,437	535,800000000001	3,74	770,200000000001	2,622	568,020000000001	3,977	884,62	0	764,5	0
152	47,195	771,020000000001	5,536	621,18	9,389	679,840000000001	3,829	723,880000000001	3,487	762,660000000001	3,976	723,880000000001	5,365	996,5	0	827,48	0
153	47,882	824,040000000001	5,934	743,120000000001	9,013	735,100000000001	1,872	718,820000000001	4,247	770,540000000001	2,813	631,980000000001	4,007	1000,48	0	871,9	0
154	50,55	693,260000000001	5,687	634,5	13,048	641,26	3,084	626,140000000001	6,554	756,340000000002	4,098	649,18	3,192	818,28	0	819,56	0
155	52,327	748,520000000001	3,98	705,020000000001	6,987	668,960000000001	1,725	564,88	3,103	683,000000000001	4,148	706,380000000001	3,76	968,6	0,001	794,24	0,001
156	47,45	630,540000000001	6,521	654,36	8,059	614,54	2,845	730,680000000001	3,328	736,080000000001	4,952	502	4,125	966,02	0	880,6	0
157	46,479	795,320000000002	6,254	652,340000000001	11,246	613,220000000001	2,016	673,820000000001	2,665	752,320000000001	2,806	703,800000000001	3,075	889,82	0	823,74	0
158	50,213	690,740000000001	4,513	664,300000000001	7,209	597,82	2,28	682,180000000001	2,65	647,920000000001	3,767	626,780000000001	5,475	1022,98	0	781,46	0
159	48,964	632,320000000001	6,09	650,300000000001	4,904	601,060000000001	2,725	462,920000000001	2,441	590,520000000001	2,823	579,100000000001	3,49	892,2	0	701,08	0,001
160	47,447	764,800000000001	9,618	732,180000000001	6,435	725,620000000001	3,741	674,360000000001	3,876	690,100000000001	6,208	742,580000000001	5,227	859,64	0	815,04	0
161	47,242	699,720000000001	4,811	705,940000000001	8,9	775,300000000001	3,263	674,060000000001	2,315	797,120000000001	3,074	666,720000000001	6,84	963,4	0	846,58	0
162	49,212	746,620000000001	7,804	658,900000000001	10,016	759,600000000001	2,548	680,720000000001	2,881	724,760000000001	3,356	648,500000000001	4,182	878,54	0	760,32	0
163	47,484	848,940000000002	6,257	675,080000000001	6,571	716,840000000001	3,787	683,200000000001	4,562	772,480000000002	2,747	668,140000000001	6,446	989,4	0	860,82	0
