2017-09-13 08:14:23:8798	../../../files/testListWithPickListSize100_part02_02.txt
InstanceNumber	DistanceMatrixRunningTime	GACycleSwapTotalDistance	GACycleSwapRunningTime	GACycleInversionTotalDistance	GACycleInversionRunningTime	GAOrderedSwapTotalDistance	GAOrderedSwapRunningTime	GAOrderedInversionTotalDistance	GAOrderedInversionRunningTime	GAPMXSwapTotalDistance	GAPMXSwapRunningTime	GAPMXInversionTotalDistance	GAPMXInversionRunningTime	SShapeTravelledTotalDistance	SShapeRunningTime	LargestGapTravelledTotalDistance	LargestGapRunningTime
14	512,046	2178,95999999999	224,99	1467,96	598,44	2004,03999999999	35,408	1653,54	41,155	2295,65999999999	101,631	1673,86	118,577	2125,94	0,001	1733,08	0,002
15	606,955	2595,97999999999	283,887	1441,26	643,73	2018,62	49,702	1625,2	29,592	2207,69999999999	76,478	1694,4	89,811	2220,66	0,001	1684,58	0,003
16	794,727	2280,91999999999	525,069	1742,04	581,767	2291,99999999999	34,283	1919,35999999999	44,332	2044,39999999999	135,936	1700,86	110,44	2065,62	0,002	1812,34	0,003
17	679,384	2370,23999999999	302,77	1952,18	582,173	2163,79999999999	22,101	1451,62	25,038	2264,35999999999	68,588	1588,68	113,551	2209,58	0,001	1823,76	0,002
18	740,699	2432,11999999999	150,958	1542,2	489,932	1674,38	30,619	1575,16	53,515	2283,97999999999	71,147	1464,56	90,955	2059,6	0,002	1772,54	0,002
19	474,505	2362,11999999999	255,373	1634,54	535,164	1785,87999999999	31,666	1619,14	40,573	2218,47999999999	122,537	1581,12	95,426	2071,02	0,001	1751,06	0,002
20	613,422	2670,83999999999	243,158	1692,12	520,26	2009,05999999999	38,814	1840,8	34,822	2300,79999999999	106,32	1619,02	93,896	2143,24	0,001	1823,08	0,003
21	660,803	2152,48	257,029	1892,94	406,569	2186,69999999999	28,261	1554,24	31,069	2327,17999999999	101,766	1334,54	92,062	2137,84	0,002	1861,52	0,003
22	783,736	2278,71999999999	241,283	1203,82	667,199	1803,14	30,839	1648,36	48,757	1705,56	105,8	1570,26	112,843	2010,22	0,002	1712,28	0,004
23	790,184	2057,01999999999	179,51	1394,32	553,281	1780,9	25,166	1552,46	32,03	2182,07999999999	79,862	1669,4	113,482	2182,16	0,001	1756,6	0,002
24	546,188	2276,39999999999	260,247	1608,88	410,432	1838,3	22,833	1348	33,454	2091,63999999999	112,446	1662,34	104,824	2270,66	0,001	1700,52	0,002
25	392,28	2301,13999999999	251,893	1660,84	471,548	2455,37999999999	34,086	1732,66	35,481	2359,35999999999	76,536	1597,4	122,842	2214,44	0,001	1815,84	0,002
26	437,534	2306,87999999999	158,275	1621,28	396,879	1719,52	28,741	1303,86	30,389	2136,73999999999	132,187	1219,42	105,024	2154,46	0,001	1689,78	0,002
27	833,385	2129,53999999999	207,218	1563,02	792,111	1772,2	29,649	1410,32	49,867	2216,81999999999	128,18	1241,6	82,356	2220,66	0,001	1816,52	0,003
28	804,503	2032,57999999999	302,713	1954,36	477,289	1962,92	25,721	1595,46	47,698	2125,67999999999	130,542	1712,18	102,592	2292,4	0,001	1738,96	0,002
29	802,473	2554,17999999999	208,383	1838,98	454,558	2167,71999999999	23,283	1601,7	28,758	2179,33999999999	100,138	1657,2	92,335	2032,38	0,002	1799,9	0,005
30	802,375	2353,95999999999	215,807	1725,14	375,425	1816,29999999999	44,988	1623,46	45,755	2244,07999999999	76,448	1609,16	147,854	2120,4	0,001	1837,66	0,003
31	697,914	2331,45999999999	208,419	1639,98	455,55	2171,21999999999	29,402	1605,18	29,036	2301,27999999999	97,652	1747,72	102,769	1944,36	0,001	1728,9	0,002
32	484,081	2310,61999999999	223,805	1852,46	469,473	2147,05999999999	36,676	1488,16	48,147	2414,85999999999	115,28	1483,7	116,338	2115,2	0,001	1854,96	0,002
33	375,214	2201,35999999999	268,067	1822,8	682,291	2199,15999999999	34,429	1707,82	34,579	2326,21999999999	103,497	1404,96	105,302	2132,3	0,001	1728,22	0,002
34	826,028	2439,85999999999	209,126	1712,09999999999	466,215	1358,9	33,067	1345,38	27,701	2184,39999999999	88,48	1509,18	98,41	2137,16	0,001	1682,54	0,003
35	717,115	2185,69999999999	186,872	1678,42	561,047	2213,01999999999	31,585	1587,64	38,526	2439,43999999999	76,691	1865,32	127,607	2297,4	0,001	1915,9	0,002
36	777,159	2291,99999999999	222,738	1746,42	393,255	2131,03999999999	19,859	1516,42	35,892	2412,09999999999	87,43	1243,32	159,919	2126,76	0,001	1734,78	0,002
37	699,502	2125,15999999999	298,991	1069,36	497,436	1398,18	20,988	1352,1	29,94	2300,75999999999	79,687	1774,6	80,255	1950,1	0,001	1629,52	0,002
38	364,77	1693,2	223,15	1663,34	412,415	2066,93999999999	34,86	1755,7	29,884	2205,94	114,088	1442,28	98,954	2026,5	0,001	1672,48	0,003
39	366,316	1944,93999999999	226,978	1441,94	538,467	2136,65999999998	22,474	1352,18	37,717	2057,99999999999	46,067	1450,18	98,79	2092,84	0,002	1688,42	0,002
40	363,538	2094,45999999999	206,803	1330,28	586,738	1512,94	20,462	1069,64	28,654	2297,57999999999	102,538	1626,52	87,311	2269,98	0,001	1788,82	0,002
41	345,163	1961,78	322,292	1392,36	571,485	2018,89999999999	28,903	1462,7	45,127	2073,55999999999	105,569	1694,8	97,826	1932,8	0,001	1694,64	0,002
42	344,128	2269,65999999999	226,306	1701,16	439,471	2201,95999999999	41,208	1810,94	28,124	1823,62	76,89	1802,02	80,467	2192,42	0,001	1789,16	0,002
43	343,655	2336,91999999999	194,937	1738,88	443,031	1976,5	23,577	1501,18	26,27	2145,61999999999	112,945	1763,18	76,332	2020,96	0,001	1744,5	0,002
44	340,681	1981,63999999999	241,436	1443,92	461,396	1970,99999999999	23,281	1084,02	44,25	1867,33999999999	82,15	1639,94	74,937	1833,5	0,001	1644,78	0,002
45	343,345	2439,35999999999	134,11	1277,98	494,667	2125,09999999999	25,183	1787,82	38,904	2143,37999999999	78,996	1193,32	73,861	2164,72	0,001	1810,3	0,002
46	374,869	2233,37999999999	275,222	1550,12	473,393	1956,07999999999	25,719	1682,28	32,258	2401,47999999999	75,959	1711,14	96,7	2176	0,001	1705,72	0,002
47	407,444	2487,79999999999	244,842	1683,66	449,355	2567,89999999999	28,162	1523,5	33,034	1981,01999999999	70,424	1411,42	90,428	2142,56	0,001	1849,08	0,003
48	427,518	2486,93999999999	221,021	1737,62	505,052	1873,85999999999	34,467	1736,44	30,418	2390,41999999999	111,272	1852,74	95,338	2126,08	0,001	1816,52	0,003
49	424,744	2320,27999999999	233,021	1723,74	500,195	1967,37999999999	28,833	1793,83999999999	35,517	1997,93999999999	99,089	1426,56	77,824	2093,52	0,001	1817,54	0,002
50	735,756	2319,93999999999	298,811	1703,3	387,035	1868,83999999999	31,381	1711,76	27,844	2270,19999999999	100,377	1533,12	114,58	2076,56	0,001	1755,58	0,002

2017-09-14 07:10:30:8957	../../../files/testListWithPickListSize100_part01_02.txt
InstanceNumber	DistanceMatrixRunningTime	GACycleSwapTotalDistance	GACycleSwapRunningTime	GACycleInversionTotalDistance	GACycleInversionRunningTime	GAOrderedSwapTotalDistance	GAOrderedSwapRunningTime	GAOrderedInversionTotalDistance	GAOrderedInversionRunningTime	GAPMXSwapTotalDistance	GAPMXSwapRunningTime	GAPMXInversionTotalDistance	GAPMXInversionRunningTime	SShapeTravelledTotalDistance	SShapeRunningTime	LargestGapTravelledTotalDistance	LargestGapRunningTime
1	761,972	2150,37999999999	274,143	1750,3	543,904	2152,75999999999	40,75	1683,86	37,201	2590,93999999999	117,387	1410,62	127,518	1982,32	0,001	1677	0,002
2	765,438	1996,81999999999	346,57	1496,3	579,654	2031,99999999999	26,573	1537,48	29,682	2483,29999999999	111,669	1842,08	98,99	2115,2	0,001	1772,88	0,002
3	835,935	2018,44	257,743	1616,6	473,006	2057,79999999999	26,183	1746,84	32,583	2304,77999999999	79,091	1469,86	114,03	2220,12	0,001	1777,06	0,002
4	781,399	2392,59999999999	247,417	1711,13999999999	437,102	1992,15999999999	40,755	1368,52	43,628	2003,43999999999	94,012	1458,04	119,826	2231,2	0,001	1843,54	0,002
5	800,206	2118,89999999999	165,27	1661,46	557,983	2432,05999999999	20,822	1292,38	37,544	2121,37999999999	90,281	1822,12	99,218	2170,6	0,002	1871,92	0,003
6	795,065	2238,43999999999	356,717	1366,76	487,445	1813,86	51,838	1519,78	32,964	2414,41999999999	94,635	1399,72	114,133	1971,92	0,001	1695,32	0,002
7	785,845	2415,05999999999	195,442	1735,96	442,689	2149,49999999999	27,339	1475,04	38,108	2255,73999999999	79,333	1775,36	130,04	2297,4	0,002	1850,44	0,003
8	606,506	2231,01999999999	224,203	1680,56	453,574	2144,91999999999	30,315	1434,66	51,482	2107,51999999999	69,934	1736,02	88,236	2148,58	0,001	1799,22	0,002
9	610,01	2142,75999999999	297,482	1054,52	647,289	1642,72	64,038	1408,82	46,957	1888,43999999999	84,638	1572,72	97,519	2098,38	0,001	1672,82	0,003
10	728,691	2200,51999999999	336,136	1354,52	502,551	2069,61999999999	32,654	1542,06	22,547	2262,79999999999	63,752	1305,98	133,139	2033,06	0,001	1696	0,002
11	433,139	2159,31999999999	236,304	1837,48	381,773	2219,39999999999	34,504	1276	31,009	2443,57999999999	83,201	1651,5	122,303	2209,58	0,002	1717,82	0,002
12	1976,444	2299,91999999999	272,732	1898,42	426,955	2073,69999999999	32,07	1753,12	41,225	2027,89999999999	95,998	1662,14	81,062	1983	0,002	1849,76	0,003
13	774,398	2090,45999999999	290,362	1976,13999999999	416,192	2212,51999999999	34,155	1665,36	41,846	2225,21999999999	100,799	1704,18	73,149	2148,92	0,001	1772,54	0,002
14	666,722	2295,95999999999	232,274	1788,5	353,42	2093,41999999999	36,867	1626,06	28,902	2264,97999999999	123,686	1728,32	127,654	2137,84	0,001	1878,48	0,002
15	776,273	2034,15999999999	202,331	1782,76	659,947	1863,41999999999	39,335	1254,8	35,483	2365,47999999999	88,126	1707,16	111,749	2291,86	0,002	1810,64	0,002
16	637,416	1964,37999999999	241,792	1685,62	466,729	2057,11999999999	23,719	1505,68	37,509	2463,73999999999	73,087	1393,64	105,764	2198,3	0,001	1834,16	0,002
17	707,787	2158,49999999999	277,805	1279	482,544	2082,71999999999	30,585	1758,2	31,309	2566,29999999999	76,575	1548,86	95,019	1994,08	0,001	1755,58	0,002
18	582,102	2380,87999999998	169,184	1590,82	501,481	2141,61999999999	42,97	1755,4	29,541	2179,57999999999	81,69	1587,9	116,61	2104,06	0,001	1794,36	0,002
19	521,627	1929,89999999999	240,956	1507,62	473,059	2113,21999999999	25,392	1143,56	35,972	1841,26	90,417	1565,72	77,449	2004,82	0,001	1733,42	0,003
20	631,804	1947,91999999999	289,659	1325,02	445,716	2162,51999999999	26,291	1307,38	34,911	1982,29999999999	71,72	1798,08	69,705	2214,72	0,001	1776,72	0,002
21	367,885	2326,39999999999	229,252	1198,22	626,234	1728,4	41,619	1878,98	40,657	2009,99999999999	102,024	1817,55999999999	120,663	2247,68	0,003	1843,88	0,004
22	397,66	2333,35999999999	248,115	1359,1	531,716	2145,91999999999	36,447	1607,88	33,022	2110,73999999999	94,104	1683,78	115,559	2153,98	0,002	1871,92	0,003
23	799,253	2036,75999999999	189,339	1661,32	377,298	1943,88	33,168	1253,04	39,239	1946,21999999999	96,401	1319,86	85,166	1893,82	0,002	1665,92	0,003
24	772,385	1900,72	255,425	1072,02	646,932	1718,95999999999	30,926	1380,42	38,964	2419,63999999999	75,269	1541,32	124,737	2020,96	0,001	1682,54	0,002
25	679,828	2391,73999999999	205,958	1368,64	474,885	2294,03999999999	49,001	1504,72	28,737	2275,17999999999	92,688	1191,14	111,239	2225,52	0,001	1799,56	0,002
26	789,007	2287,91999999999	242,423	1182,24	526,785	1927,94	28,11	1597,46	36,146	2388,03999999999	83,31	1350,34	103,572	2219,98	0,001	1771,52	0,002
27	781,97	2116,55999999999	226,659	1497,06	439,92	1731,12	39,341	1357,44	31,801	2272,49999999999	61,353	1547,98	97,936	2043,12	0,001	1600,12	0,002
28	819,627	2131,09999999999	146,449	1662,58	420,875	1942,03999999999	42,666	1588,28	40,366	2164,95999999999	66	1591,2	112,915	2038,4	0,001	1722,34	0,002
29	839,639	2520,21999999998	250,437	1648,24	371,5	1850,03999999999	34,013	1629,34	33,807	2035,45999999999	83,909	1422,6	94,074	1927,4	0,001	1562,7	0,002
30	775,507	2172,35999999999	276,135	1790,8	464,455	1794,4	30,324	1235,84	34,703	2292,19999999999	112,573	1234,82	90,921	2208,9	0,002	1810,64	0,002
31	381,544	1967,29999999999	213,297	1321,36	400,234	1987,45999999999	34,264	1625,72	35,249	2142,47999999999	72,526	1635,7	99,987	1933,48	0,001	1746,2	0,002
32	449,516	2142,25999999999	174,457	1482,1	593,331	2149,93999999999	33,686	1612,18	31,575	2332,45999999999	96,703	1656,78	97,702	2175,8	0,002	1783,62	0,002
33	751,785	2343,29999999999	219,643	1261,02	437,954	2474,45999999999	20,041	1330,26	36,929	2096,43999999999	133,363	1563,36	76,735	2032,52	0,002	1716,12	0,002
34	694,549	2551,75999999999	217,095	1489,08	511,985	1815,94	43,587	1839,76	32,755	2326,11999999999	74,121	1746,4	122,82	2187,22	0,001	1854,96	0,003
35	597,889	2357,41999999999	327,335	1597,66	505,832	1741,48	33,109	1587,46	32,847	1957,83999999999	105,617	1512,4	111,315	1993,74	0,001	1695,32	0,003
36	404,114	2466,23999999999	185,174	1493,28	447,174	1644,65999999999	30,545	1548,56	36,116	2137,11999999999	105,257	1763,7	101,69	2094,4	0,002	1768,02	0,002
37	481,179	2029,65999999999	356,105	1212,36	462,001	2092,67999999999	22,533	1588,62	34,765	2360,61999999999	79,901	1629,34	81,033	2187,56	0,001	1744,84	0,002
38	640,606	2266,19999999999	266,389	1465	487,503	2197,55999999999	23,777	1281,74	30,529	2244,13999999999	115,597	1458,78	106,651	2214,78	0,001	1885,04	0,002
39	356,835	2300,83999999999	232,994	1727,36	422,827	2133,21999999999	36,564	1658,94	30,956	2424,33999999999	76,371	1639,34	90,411	2203,98	0,001	1805,78	0,002
40	410,334	2164,89999999999	225,955	1565,04	441,367	1867,83999999999	33,853	1302,62	39,684	2408,45999999999	115,306	1502,7	107,876	2131,48	0,001	1921,44	0,002
41	419,16	2084,03999999999	266,654	1457,3	487,264	2121,85999999999	32,505	1905,24	27,247	2358,03999999999	86,911	1625,64	111,095	2164,86	0,001	1833,14	0,002
42	427,288	2296,13999999999	251,916	1464,52	424,783	2107,59999999999	37,243	1285,36	45,587	2075,98	69,878	1637,94	86,972	2120,88	0,001	1805,78	0,002
43	352,41	2065,29999999999	186,348	1680,42	677,428	2081,93999999999	35,471	1670,7	38,559	1985,45999999999	80,603	1697,72	110,192	2259,24	0,001	1789,84	0,003
44	358,981	2094,05999999999	207,921	1731,3	551,36	2144,63999999999	39,376	1452,94	40,453	2417,33999999999	83,482	1432,9	102,614	2032,04	0,001	1778,08	0,002
45	417,378	2391,91999999999	208,309	1526,2	434,564	2332,07999999999	38,595	1471,94	42,963	2299,09999999999	100,921	1845,68	132,413	2181,2	0,001	1832,8	0,002
46	362,483	2510,61999999999	286,38	1615,36	362,992	2203,43999999999	29,553	1748,38	43,767	2267,45999999999	83,435	1568,2	95,058	2176,28	0,001	1772,2	0,002
47	582,139	2359,27999999999	290,741	1509,5	517,61	1955,1	39,024	1288,14	40,336	2284,59999999999	63,839	1419,76	95,316	2060,08	0,001	1778,08	0,002
48	437,347	2454,95999999999	310,892	1398,5	664,191	2105,61999999999	38,391	1262,86	35,492	1894,93999999999	68,026	1703,4	86,128	1988,2	0,001	1629,52	0,002
49	1862,029	2210,29999999999	317,052	1684	597,648	1823,35999999999	27,428	1632,06	37,738	2223,91999999999	77,932	1554,44	102,056	2220,32	0,002	1783,62	0,002
50	623,842	2265,41999999999	173,228	1739,31999999999	512,458	2057,83999999999	25,239	1839,66	29,549	2544,17999999999	126,365	1738	96,199	2104,8	0,001	1735,46	0,003

2017-09-15 07:10:11:4662	../../../files/testListWithPickListSize100_part01_01.txt
InstanceNumber	DistanceMatrixRunningTime	GACycleSwapTotalDistance	GACycleSwapRunningTime	GACycleInversionTotalDistance	GACycleInversionRunningTime	GAOrderedSwapTotalDistance	GAOrderedSwapRunningTime	GAOrderedInversionTotalDistance	GAOrderedInversionRunningTime	GAPMXSwapTotalDistance	GAPMXSwapRunningTime	GAPMXInversionTotalDistance	GAPMXInversionRunningTime	SShapeTravelledTotalDistance	SShapeRunningTime	LargestGapTravelledTotalDistance	LargestGapRunningTime
1	573,44	2232,85999999999	332,262	1646,9	565,708	2164,23999999999	28,837	1145,86	55,191	2418,11999999999	70,799	1667,84	113,028	2264,64	0,002	1849,42	0,004
2	864,645	2423,69999999999	228,133	1834,64	416,868	2169,25999999999	34,061	1068,04	50,398	2310,93999999999	87,672	1365,8	124,502	2099,6	0,002	1678,7	0,002
3	696,805	2370,91999999999	320,627	1800,48	424,466	1813,09999999999	37,491	1849,3	33,42	2041,57999999999	123,993	1478,2	160,421	2103,92	0,001	1821,38	0,002
4	554,766	2165,43999999999	232,617	1693,4	532,539	1825,78	41,64	1479,66	37,1	2331,31999999999	73,811	1397,38	105,346	2020,96	0,001	1823,08	0,003
5	576,41	2214,88	219,694	1800,26	548,053	1885,11999999999	37,377	1648,72	43,16	2433,37999999999	107,149	1657,52	118,363	2187,22	0,001	1794,02	0,002
6	474,72	2466,37999999999	241,855	1385,96	456,198	1782,19999999999	27,45	1625,5	81,701	2245,83999999999	151,85	1209,84	133,992	1932,94	0,003	1601,14	0,005
7	723,63	2008,27999999999	218,588	1538,14	556,111	2079,65999999999	24,539	1527,14	32,685	2128,27999999999	122,79	1437,16	99,359	2098,38	0,002	1788,82	0,004
8	662,978	1986,87999999999	173,358	1449,86	476,215	1930,66	31,945	1482,08	44,815	2386,89999999998	103,366	1536,42	129,662	2269,84	0,001	1855,3	0,002
9	599,505	2122,87999999999	223,265	1925,77999999999	494,95	2103,23999999999	30,075	1501,28	50,45	2532,95999999999	70,957	1544,44	90,526	2214,58	0,001	1657,56	0,002
10	419,594	2251,37999999999	201,874	1473,28	511,093	1831,43999999999	23,434	1422,5	50,778	2367,57999999999	88,41	1607,7	106,652	2181,2	0,001	1804,76	0,002
11	601,535	2303,01999999999	279,174	1737,8	610,185	2164,53999999999	33,08	1820,8	24,307	2320,09999999999	105,989	1819,26	80,664	2082,44	0,002	1834,16	0,003
12	756,524	2078,87999999999	173,216	1635,9	457,794	2026,01999999999	53,377	1863,24	33,562	2365,15999999999	98,992	1666,12	98,666	2104,26	0,001	1833,48	0,002
13	493,908	2237,31999999999	311,518	1311,02	594,545	1608,6	20,741	1647,6	48,882	2332,11999999999	89,895	1652,26	160,124	2203,36	0,002	1717,82	0,003
14	445,857	2020,43999999999	316,124	1482,52	542,965	2213,73999999999	30,703	1734,46	33,731	2490,61999999999	82,705	1794,46	129,866	2104,6	0,002	1767,34	0,003
15	606,189	2358,89999999999	257,722	1661,9	428,943	2036,04	23,212	1920	29,422	2372,99999999999	105,044	1746,5	99,752	2120,4	0,001	1783,28	0,002
16	658,017	2274,81999999999	248,001	1586,08	591,666	1786,12	28,946	1744,32	38,103	2133,27999999999	71,819	1528,06	83,082	2209,72	0,001	1678,02	0,003
17	829,915	1973,39999999999	212,62	1519,68	560,795	2004,91999999999	29,943	1607,08	58,496	2080,59999999999	97,371	1378,58	106,156	2054,4	0,002	1745,86	0,003
18	685,572	2221,41999999999	355,745	1766,5	540,314	2188,95999999999	51,98	1817,56	33,521	2212,09999999999	93,449	1683,62	141,182	2148,58	0,001	1744,84	0,002
19	729,205	2008,62	241,309	1687,6	608,047	2045,79999999999	34,651	1424,4	36,886	2307,11999999999	58,722	1768	106,715	1993,6	0,001	1794,02	0,003
20	713,082	1933,67999999999	259,343	1156,26	680,201	2166,89999999999	29,327	1859,84	35,029	2452,35999999998	123,895	1686,04	121,424	2159,18	0,001	1755,24	0,002
21	794,107	2227,97999999999	157,373	1568,1	438,722	1914,61999999999	22,526	1816,98	30,493	2231,87999999999	89,485	1344,46	112,158	2291,86	0,001	1833,14	0,002
22	645,72	2018,73999999999	246,501	1867,72	462,612	2302,93999999999	29,624	1704,74	28,062	2747,85999999998	78,109	1898,54	99,209	2043,12	0,001	1788,14	0,002
23	720,798	2546,49999999998	193,094	1441,34	525,09	1804,49999999999	23,154	920,200000000001	46,917	2014,91999999999	77,547	1087,46	105,993	2142,7	0,001	1777,4	0,002
24	847,007	2205,15999999999	285,233	1337,04	457,56	1812,42	30,598	1157,16	29,687	2274,45999999999	79,899	1762,64	84,881	2048,66	0,001	1788,82	0,002
25	807,137	2122,47999999999	226,7	1546,64	603,254	1847,98	42,776	1553,18	32,559	2256,27999999999	77,649	1936,58	101,44	2203,36	0,002	1849,42	0,003
26	630,106	2252,73999999999	186,812	1510,8	466,509	1702,3	42,348	1729,4	38,819	2312,45999999999	90,862	1512,52	85,675	2120,54	0,002	1777,4	0,003
27	830,109	2087,45999999999	152,205	1580,3	467,173	1899,55999999999	33,477	1295,28	45,572	2118,85999999999	101,405	1648,72	91,894	2038,06	0,001	1738,62	0,002
28	704,614	2136,85999999999	199,714	1742,28	489,502	1983,92	33,469	1576,74	50,731	2414,45999999999	68,634	1554,1	76,941	2170,6	0,001	1850,1	0,002
29	826,335	2378,25999999999	179,297	1656,56	520,048	1882,37999999999	28,496	1677,4	33,309	2299,57999999999	101,837	1588,44	97,533	2027,18	0,001	1717,14	0,002
30	388,013	2229,99999999999	195,683	1553,48	509,002	2268,41999999999	30,443	1483,16	37,292	2206,47999999999	91,443	1505,8	83,066	1988,88	0,002	1700,86	0,003
31	388,647	2555,17999999999	199,307	1665,94	539,352	1740,32	42,736	1806,08	43,114	2111,49999999999	131,312	1736,6	116,906	2247,68	0,001	1754,9	0,002
32	381,601	2033,07999999999	212,694	1579,42	582,725	2234,79999999999	29,015	1390	33,135	1954,65999999999	140,068	1415,44	84,656	2082,1	0,001	1766,32	0,002
33	383,161	2042,33999999999	236,737	1789,66	420,434	2314,65999999999	35,514	1805,94	24,845	2156,69999999999	115,804	1700,62	72,543	2148,1	0,002	1745,18	0,003
34	379,795	2319,55999999999	249,288	1567,72	476,345	1702,89999999999	37,685	1477,42	42,48	2134,97999999999	139,806	1771,47999999999	98,189	2065,48	0,001	1788,82	0,002
35	350,09	2498,63999999999	198,421	1644,54	370,909	1984,99999999999	30,066	1925,32	29,686	2457,37999999999	93,03	1842,44	111,891	1987,86	0,002	1782,26	0,002
36	349,851	2428,95999999999	206,342	1282,74	380,237	2056,53999999999	32,12	1626,52	35,371	2050,51999999999	119,624	1531,76	95,388	2159,18	0,001	1804,42	0,002
37	350,53	2203,63999999999	289,249	1337,12	645,219	2112,55999999999	36,605	1787,28	31,478	2111,21999999999	119,094	1434,46	105,793	2397,32	0,001	1927,66	0,002
38	354,332	2456,55999999999	159,239	1621,66	593,992	2251,07999999999	28,872	1529,98	30,128	2190,27999999999	102,222	1711,82	78,275	2077,58	0,001	1850,44	0,002
39	350,902	2070,85999999999	282,207	1658,9	469,209	2253,35999999999	35,738	1735,62	41,353	2281,39999999999	119,556	1659,44	105,99	1921,86	0,001	1739,3	0,003
40	354,107	2208,31999999999	289,918	1518,96	718,52	1883,81999999999	34,98	1680,36	36,274	2470,81999999999	81,693	1583,74	118,412	2120,74	0,001	1849,76	0,002
41	350,756	2187,69999999999	221,625	1717,78	626,017	2052,23999999999	25,066	1623,6	29,227	2285,65999999999	57,261	1769,79999999999	86,94	2154,12	0,001	1722,34	0,002
42	353,035	2273,91999999999	207,616	1923,64	603,277	1946,43999999999	40,503	1453,02	46,071	2418,65999999999	77,736	1570,72	102,296	2076,22	0,002	1611,88	0,003
43	351,631	2033,89999999999	228,508	1689,12	396,361	1989,65999999999	47,632	1554	46,093	2133,87999999999	101,225	1410,22	119,618	2148,1	0,001	1760,78	0,002
44	353,427	1965,37999999999	255,829	1672,5	335,033	1908,85999999999	42,197	1656,44	28,486	2153,05999999999	113,128	1626,52	88,89	2220,32	0,002	1805,78	0,002
45	351,952	2171,03999999999	243,485	1465,08	403,04	2140,99999999999	28,742	1657,18	42,979	2562,01999999999	53,453	1759,2	129,96	2094,2	0,002	1789,5	0,002
46	723,429	2194,85999999999	280,816	1596,72	599,811	1958,49999999999	21,505	1461,08	35,28	2326,95999999999	85,959	1616,12	103,345	2028,4	0,002	1718,16	0,002
47	832,057	2521,57999999998	203,276	1662,38	494,648	2484,77999999998	37,05	1901,44	36,075	2393,85999999999	93,487	1700,68	110,25	2258,9	0,001	1849,08	0,002
48	368,385	1875,04	175,696	1489,34	484,609	1883,84	27,179	1105,32	47,193	2396,67999999999	69,118	1437,02	88,335	1977,12	0,001	1591,08	0,002
49	376,502	2118,21999999999	303,336	1740	427,822	2184,07999999999	27,604	1383,78	46,789	2054,01999999999	101,942	1531,12	82,163	2330,84	0,001	1761,46	0,002
