2017-09-01 15:00:02:5135	../../../files/testListWithPickListSize025.txt
instanceNumber	DistanceMatrixRunningTime	NumberOfStagnantGeneration	PopulationSize	CrossoverProbability	MutationProbability	CrossoverOperator	MutationOperator	TravelledDistance	RunningTime
1	50,092	50	50	0,8	0,01	Ordered	Inversion	1039,92	0,06
1	50,092	50	50	0,8	0,02	Ordered	Inversion	778,500000000002	0,104
1	50,092	50	50	0,8	0,03	Ordered	Inversion	750,120000000001	0,46
1	50,092	50	50	0,8	0,04	Ordered	Inversion	781,280000000001	0,219
1	50,092	50	50	0,8	0,05	Ordered	Inversion	736,560000000001	0,406
1	50,092	50	50	0,8	0,06	Ordered	Inversion	674,360000000001	0,318
1	50,092	50	50	0,8	0,07	Ordered	Inversion	699,820000000001	0,559
1	50,092	50	50	0,8	0,08	Ordered	Inversion	718,340000000001	0,24
1	50,092	50	50	0,8	0,09	Ordered	Inversion	718,040000000001	0,202
1	50,092	50	50	0,8	0,1	Ordered	Inversion	617,740000000001	0,481
1	50,092	50	50	0,8	0,11	Ordered	Inversion	704,000000000001	0,208
1	50,092	50	50	0,8	0,12	Ordered	Inversion	717,660000000001	0,337
1	50,092	50	50	0,85	0,01	Ordered	Inversion	755,660000000002	0,157
1	50,092	50	50	0,85	0,02	Ordered	Inversion	760,860000000002	0,259
1	50,092	50	50	0,85	0,03	Ordered	Inversion	739,520000000001	0,433
1	50,092	50	50	0,85	0,04	Ordered	Inversion	638,680000000001	0,153
1	50,092	50	50	0,85	0,05	Ordered	Inversion	671,920000000001	0,584
1	50,092	50	50	0,85	0,06	Ordered	Inversion	740,200000000002	0,393
1	50,092	50	50	0,85	0,07	Ordered	Inversion	691,220000000001	0,173
1	50,092	50	50	0,85	0,08	Ordered	Inversion	698,800000000001	0,337
1	50,092	50	50	0,85	0,09	Ordered	Inversion	615,840000000001	0,337
1	50,092	50	50	0,85	0,1	Ordered	Inversion	651,660000000001	0,229
1	50,092	50	50	0,85	0,11	Ordered	Inversion	692,380000000001	0,138
1	50,092	50	50	0,85	0,12	Ordered	Inversion	606,460000000001	0,381
1	50,092	50	50	0,9	0,01	Ordered	Inversion	827,540000000002	0,251
1	50,092	50	50	0,9	0,02	Ordered	Inversion	767,760000000001	0,265
1	50,092	50	50	0,9	0,03	Ordered	Inversion	790,800000000001	0,3
1	50,092	50	50	0,9	0,04	Ordered	Inversion	798,280000000001	0,281
1	50,092	50	50	0,9	0,05	Ordered	Inversion	738,800000000001	0,505
1	50,092	50	50	0,9	0,06	Ordered	Inversion	810,580000000001	0,126
1	50,092	50	50	0,9	0,07	Ordered	Inversion	714,400000000001	0,686
1	50,092	50	50	0,9	0,08	Ordered	Inversion	694,620000000001	0,369
1	50,092	50	50	0,9	0,09	Ordered	Inversion	790,120000000001	0,408
1	50,092	50	50	0,9	0,1	Ordered	Inversion	665,700000000001	0,351
1	50,092	50	50	0,9	0,11	Ordered	Inversion	636,060000000001	0,235
1	50,092	50	50	0,9	0,12	Ordered	Inversion	734,320000000002	1,009
1	50,092	50	50	0,95	0,01	Ordered	Inversion	809,900000000002	0,333
1	50,092	50	50	0,95	0,02	Ordered	Inversion	735,880000000001	0,896
1	50,092	50	50	0,95	0,03	Ordered	Inversion	732,040000000001	2,57
1	50,092	50	50	0,95	0,04	Ordered	Inversion	707,640000000001	3,199
1	50,092	50	50	0,95	0,05	Ordered	Inversion	710,220000000001	95,507
