2017-09-27 20:47:44:7662	../../../files/testListWithPickListSize025.txt
instanceNumber	DistanceMatrixRunningTime	NumberOfStagnantGeneration	PopulationSize	CrossoverProbability	MutationProbability	CrossoverOperator	MutationOperator	TravelledDistance	RunningTime
1	28,828	130	50	0,7	0,12	Ordered	Inversion	709,000000000001	0,52
1	28,828	130	50	0,75	0,01	Ordered	Inversion	778,500000000001	1,386
1	28,828	130	50	0,75	0,02	Ordered	Inversion	761,400000000001	0,526
1	28,828	130	50	0,75	0,03	Ordered	Inversion	662,740000000001	0,569
1	28,828	130	50	0,75	0,04	Ordered	Inversion	708,180000000001	0,74
1	28,828	130	50	0,75	0,05	Ordered	Inversion	704,340000000001	0,439
1	28,828	130	50	0,75	0,06	Ordered	Inversion	662,740000000001	1,319
1	28,828	130	50	0,75	0,07	Ordered	Inversion	731,360000000001	0,424
1	28,828	130	50	0,75	0,08	Ordered	Inversion	624,640000000001	0,312
1	28,828	130	50	0,75	0,09	Ordered	Inversion	717,940000000001	0,35
1	28,828	130	50	0,75	0,1	Ordered	Inversion	680,140000000001	0,266
1	28,828	130	50	0,75	0,11	Ordered	Inversion	644,560000000001	0,558
1	28,828	130	50	0,75	0,12	Ordered	Inversion	703,800000000001	0,159
1	28,828	130	50	0,8	0,01	Ordered	Inversion	796,680000000001	0,238
1	28,828	130	50	0,8	0,02	Ordered	Inversion	657,780000000001	0,514
1	28,828	130	50	0,8	0,03	Ordered	Inversion	686,840000000001	0,294
1	28,828	130	50	0,8	0,04	Ordered	Inversion	692,380000000001	0,645
1	28,828	130	50	0,8	0,05	Ordered	Inversion	652,580000000001	0,436
1	28,828	130	50	0,8	0,06	Ordered	Inversion	742,300000000001	0,681
1	28,828	130	50	0,8	0,07	Ordered	Inversion	684,660000000001	0,463
1	28,828	130	50	0,8	0,08	Ordered	Inversion	713,180000000001	0,374
1	28,828	130	50	0,8	0,09	Ordered	Inversion	652,000000000001	0,853
1	28,828	130	50	0,8	0,1	Ordered	Inversion	707,300000000001	0,785
1	28,828	130	50	0,8	0,11	Ordered	Inversion	683,880000000001	0,817
1	28,828	130	50	0,8	0,12	Ordered	Inversion	704,340000000001	0,374
1	28,828	130	50	0,85	0,01	Ordered	Inversion	725,480000000001	0,485
1	28,828	130	50	0,85	0,02	Ordered	Inversion	723,440000000002	0,432
1	28,828	130	50	0,85	0,03	Ordered	Inversion	683,540000000001	0,599
1	28,828	130	50	0,85	0,04	Ordered	Inversion	723,780000000002	0,813
1	28,828	130	50	0,85	0,05	Ordered	Inversion	738,160000000002	0,27
1	28,828	130	50	0,85	0,06	Ordered	Inversion	643,540000000001	0,622
1	28,828	130	50	0,85	0,07	Ordered	Inversion	671,920000000001	0,657
1	28,828	130	50	0,85	0,08	Ordered	Inversion	671,580000000001	0,348
1	28,828	130	50	0,85	0,09	Ordered	Inversion	660,500000000001	0,885
1	28,828	130	50	0,85	0,1	Ordered	Inversion	663,080000000001	0,582
1	28,828	130	50	0,85	0,11	Ordered	Inversion	660,500000000001	0,652
1	28,828	130	50	0,85	0,12	Ordered	Inversion	624,980000000001	0,559
1	28,828	130	50	0,9	0,01	Ordered	Inversion	719,400000000001	0,779
1	28,828	130	50	0,9	0,02	Ordered	Inversion	692,040000000001	0,388
1	28,828	130	50	0,9	0,03	Ordered	Inversion	718,920000000001	0,786
1	28,828	130	50	0,9	0,04	Ordered	Inversion	704,340000000001	1,288
1	28,828	130	50	0,9	0,05	Ordered	Inversion	565,860000000001	0,339
1	28,828	130	50	0,9	0,06	Ordered	Inversion	607,680000000001	0,793
1	28,828	130	50	0,9	0,07	Ordered	Inversion	633,140000000001	1,289
1	28,828	130	50	0,9	0,08	Ordered	Inversion	724,120000000001	0,734
1	28,828	130	50	0,9	0,09	Ordered	Inversion	683,880000000001	1,613
1	28,828	130	50	0,9	0,1	Ordered	Inversion	633,140000000001	1,22
1	28,828	130	50	0,9	0,11	Ordered	Inversion	707,640000000002	0,594
1	28,828	130	50	0,9	0,12	Ordered	Inversion	734,860000000001	3,04
1	28,828	130	100	0,6	0,01	Ordered	Inversion	854,560000000002	0,407
1	28,828	130	100	0,6	0,02	Ordered	Inversion	700,500000000001	1,637
1	28,828	130	100	0,6	0,03	Ordered	Inversion	652,000000000001	0,829
1	28,828	130	100	0,6	0,04	Ordered	Inversion	720,080000000001	1,06
1	28,828	130	100	0,6	0,05	Ordered	Inversion	663,080000000001	0,873
1	28,828	130	100	0,6	0,06	Ordered	Inversion	766,740000000001	1,071
1	28,828	130	100	0,6	0,07	Ordered	Inversion	699,820000000001	0,555
1	28,828	130	100	0,6	0,08	Ordered	Inversion	644,420000000001	1,692
1	28,828	130	100	0,6	0,09	Ordered	Inversion	663,080000000001	0,651
1	28,828	130	100	0,6	0,1	Ordered	Inversion	675,760000000001	0,833
1	28,828	130	100	0,6	0,11	Ordered	Inversion	694,620000000001	1,583
1	28,828	130	100	0,6	0,12	Ordered	Inversion	624,640000000001	0,405
1	28,828	130	100	0,65	0,01	Ordered	Inversion	709,540000000001	1,292
1	28,828	130	100	0,65	0,02	Ordered	Inversion	633,140000000001	1,349
1	28,828	130	100	0,65	0,03	Ordered	Inversion	780,540000000001	0,794
1	28,828	130	100	0,65	0,04	Ordered	Inversion	696,900000000001	1,564
1	28,828	130	100	0,65	0,05	Ordered	Inversion	660,500000000001	2,199
1	28,828	130	100	0,65	0,06	Ordered	Inversion	633,140000000001	0,932
1	28,828	130	100	0,65	0,07	Ordered	Inversion	683,880000000001	0,499
1	28,828	130	100	0,65	0,08	Ordered	Inversion	733,840000000001	0,481
1	28,828	130	100	0,65	0,09	Ordered	Inversion	683,880000000001	1,737
1	28,828	130	100	0,65	0,1	Ordered	Inversion	683,880000000001	0,774
1	28,828	130	100	0,65	0,11	Ordered	Inversion	635,040000000001	1,131
1	28,828	130	100	0,65	0,12	Ordered	Inversion	652,000000000001	0,931
1	28,828	130	100	0,7	0,01	Ordered	Inversion	671,780000000001	0,975
1	28,828	130	100	0,7	0,02	Ordered	Inversion	694,960000000001	1,632
1	28,828	130	100	0,7	0,03	Ordered	Inversion	723,780000000001	0,516
1	28,828	130	100	0,7	0,04	Ordered	Inversion	707,640000000002	0,598
1	28,828	130	100	0,7	0,05	Ordered	Inversion	683,880000000001	1,208
1	28,828	130	100	0,7	0,06	Ordered	Inversion	693,940000000001	0,308
1	28,828	130	100	0,7	0,07	Ordered	Inversion	722,320000000001	0,661
1	28,828	130	100	0,7	0,08	Ordered	Inversion	680,960000000001	0,711
1	28,828	130	100	0,7	0,09	Ordered	Inversion	683,880000000001	0,928
1	28,828	130	100	0,7	0,1	Ordered	Inversion	712,500000000002	0,863
1	28,828	130	100	0,7	0,11	Ordered	Inversion	653,260000000001	0,495
1	28,828	130	100	0,7	0,12	Ordered	Inversion	671,580000000001	0,776
1	28,828	130	100	0,75	0,01	Ordered	Inversion	799,840000000002	0,916
1	28,828	130	100	0,75	0,02	Ordered	Inversion	629,500000000001	1,267
1	28,828	130	100	0,75	0,03	Ordered	Inversion	624,640000000001	0,506
1	28,828	130	100	0,75	0,04	Ordered	Inversion	692,380000000001	0,767
1	28,828	130	100	0,75	0,05	Ordered	Inversion	696,560000000001	1,025
1	28,828	130	100	0,75	0,06	Ordered	Inversion	702,440000000001	0,634
1	28,828	130	100	0,75	0,07	Ordered	Inversion	717,900000000001	0,642
1	28,828	130	100	0,75	0,08	Ordered	Inversion	718,380000000001	0,557
1	28,828	130	100	0,75	0,09	Ordered	Inversion	683,880000000001	1,296
1	28,828	130	100	0,75	0,1	Ordered	Inversion	732,040000000001	0,311
1	28,828	130	100	0,75	0,11	Ordered	Inversion	703,460000000001	0,754
1	28,828	130	100	0,75	0,12	Ordered	Inversion	698,800000000001	0,875
1	28,828	130	100	0,8	0,01	Ordered	Inversion	739,180000000001	0,731
1	28,828	130	100	0,8	0,02	Ordered	Inversion	702,440000000001	1,118
1	28,828	130	100	0,8	0,03	Ordered	Inversion	682,180000000001	0,726
1	28,828	130	100	0,8	0,04	Ordered	Inversion	683,880000000001	0,863
1	28,828	130	100	0,8	0,05	Ordered	Inversion	749,540000000001	1,07
1	28,828	130	100	0,8	0,06	Ordered	Inversion	686,840000000001	1,414
1	28,828	130	100	0,8	0,07	Ordered	Inversion	709,000000000001	0,519
1	28,828	130	100	0,8	0,08	Ordered	Inversion	692,240000000001	0,722
1	28,828	130	100	0,8	0,09	Ordered	Inversion	698,800000000001	0,811
1	28,828	130	100	0,8	0,1	Ordered	Inversion	663,080000000001	0,483
1	28,828	130	100	0,8	0,11	Ordered	Inversion	653,260000000001	0,897
1	28,828	130	100	0,8	0,12	Ordered	Inversion	633,140000000001	0,633
1	28,828	130	100	0,85	0,01	Ordered	Inversion	723,920000000002	0,782
1	28,828	130	100	0,85	0,02	Ordered	Inversion	665,220000000001	0,654
1	28,828	130	100	0,85	0,03	Ordered	Inversion	692,380000000001	1,056
1	28,828	130	100	0,85	0,04	Ordered	Inversion	660,500000000001	1,539
1	28,828	130	100	0,85	0,05	Ordered	Inversion	696,560000000001	0,409
1	28,828	130	100	0,85	0,06	Ordered	Inversion	740,260000000002	0,856
1	28,828	130	100	0,85	0,07	Ordered	Inversion	709,000000000001	1,21
1	28,828	130	100	0,85	0,08	Ordered	Inversion	648,400000000001	1,02
1	28,828	130	100	0,85	0,09	Ordered	Inversion	624,640000000001	0,708
1	28,828	130	100	0,85	0,1	Ordered	Inversion	633,140000000001	0,647
1	28,828	130	100	0,85	0,11	Ordered	Inversion	652,000000000001	0,783
1	28,828	130	100	0,85	0,12	Ordered	Inversion	692,380000000001	0,751
1	28,828	130	100	0,9	0,01	Ordered	Inversion	707,640000000001	0,927
1	28,828	130	100	0,9	0,02	Ordered	Inversion	698,800000000001	1,319
1	28,828	130	100	0,9	0,03	Ordered	Inversion	663,080000000001	0,682
1	28,828	130	100	0,9	0,04	Ordered	Inversion	701,760000000001	0,79
1	28,828	130	100	0,9	0,05	Ordered	Inversion	633,140000000001	0,913
1	28,828	130	100	0,9	0,06	Ordered	Inversion	678,340000000001	0,891
1	28,828	130	100	0,9	0,07	Ordered	Inversion	696,560000000001	0,752
1	28,828	130	100	0,9	0,08	Ordered	Inversion	663,080000000001	1,627
1	28,828	130	100	0,9	0,09	Ordered	Inversion	633,140000000001	0,716
1	28,828	130	100	0,9	0,1	Ordered	Inversion	694,620000000001	0,891
1	28,828	130	100	0,9	0,11	Ordered	Inversion	652,000000000001	0,85
1	28,828	130	100	0,9	0,12	Ordered	Inversion	713,180000000002	0,37
1	28,828	130	150	0,6	0,01	Ordered	Inversion	652,340000000001	1,804
1	28,828	130	150	0,6	0,02	Ordered	Inversion	702,640000000001	0,724
1	28,828	130	150	0,6	0,03	Ordered	Inversion	669,200000000001	5,099
1	28,828	130	150	0,6	0,04	Ordered	Inversion	692,380000000001	1,33
1	28,828	130	150	0,6	0,05	Ordered	Inversion	660,500000000001	0,771
1	28,828	130	150	0,6	0,06	Ordered	Inversion	709,000000000001	0,546
1	28,828	130	150	0,6	0,07	Ordered	Inversion	653,600000000001	1,237
1	28,828	130	150	0,6	0,08	Ordered	Inversion	702,440000000001	1,09
1	28,828	130	150	0,6	0,09	Ordered	Inversion	709,000000000001	1,633
1	28,828	130	150	0,6	0,1	Ordered	Inversion	633,140000000001	0,706
1	28,828	130	150	0,6	0,11	Ordered	Inversion	624,640000000001	1,489
1	28,828	130	150	0,6	0,12	Ordered	Inversion	683,880000000001	1,32
1	28,828	130	150	0,65	0,01	Ordered	Inversion	704,000000000001	0,866
1	28,828	130	150	0,65	0,02	Ordered	Inversion	675,760000000001	1,142
1	28,828	130	150	0,65	0,03	Ordered	Inversion	699,820000000001	1,405
1	28,828	130	150	0,65	0,04	Ordered	Inversion	618,540000000001	1,191
1	28,828	130	150	0,65	0,05	Ordered	Inversion	704,340000000001	1,562
1	28,828	130	150	0,65	0,06	Ordered	Inversion	633,140000000001	1,275
1	28,828	130	150	0,65	0,07	Ordered	Inversion	713,180000000001	1,18
1	28,828	130	150	0,65	0,08	Ordered	Inversion	713,180000000001	0,701
1	28,828	130	150	0,65	0,09	Ordered	Inversion	693,600000000001	1,19
1	28,828	130	150	0,65	0,1	Ordered	Inversion	696,560000000001	1,256
1	28,828	130	150	0,65	0,11	Ordered	Inversion	624,640000000001	1,048
1	28,828	130	150	0,65	0,12	Ordered	Inversion	660,500000000001	1,596
1	28,828	130	150	0,7	0,01	Ordered	Inversion	675,760000000001	1,232
1	28,828	130	150	0,7	0,02	Ordered	Inversion	683,740000000001	1,095
1	28,828	130	150	0,7	0,03	Ordered	Inversion	671,580000000001	1,596
1	28,828	130	150	0,7	0,04	Ordered	Inversion	663,660000000001	2,285
1	28,828	130	150	0,7	0,05	Ordered	Inversion	702,440000000001	1,174
1	28,828	130	150	0,7	0,06	Ordered	Inversion	624,640000000001	1,828
1	28,828	130	150	0,7	0,07	Ordered	Inversion	692,380000000001	1,274
1	28,828	130	150	0,7	0,08	Ordered	Inversion	730,140000000001	1,036
1	28,828	130	150	0,7	0,09	Ordered	Inversion	633,140000000001	1,108
1	28,828	130	150	0,7	0,1	Ordered	Inversion	739,720000000002	1,447
1	28,828	130	150	0,7	0,11	Ordered	Inversion	664,880000000001	0,793
1	28,828	130	150	0,7	0,12	Ordered	Inversion	624,640000000001	1,34
1	28,828	130	150	0,75	0,01	Ordered	Inversion	731,360000000001	1,234
1	28,828	130	150	0,75	0,02	Ordered	Inversion	675,620000000002	0,883
1	28,828	130	150	0,75	0,03	Ordered	Inversion	737,240000000001	1,428
1	28,828	130	150	0,75	0,04	Ordered	Inversion	644,420000000001	0,817
1	28,828	130	150	0,75	0,05	Ordered	Inversion	735,540000000001	0,836
1	28,828	130	150	0,75	0,06	Ordered	Inversion	696,900000000001	0,864
1	28,828	130	150	0,75	0,07	Ordered	Inversion	703,460000000001	0,986
1	28,828	130	150	0,75	0,08	Ordered	Inversion	709,000000000001	1,329
1	28,828	130	150	0,75	0,09	Ordered	Inversion	663,080000000001	0,943
1	28,828	130	150	0,75	0,1	Ordered	Inversion	709,000000000001	0,751
1	28,828	130	150	0,75	0,11	Ordered	Inversion	692,380000000001	0,984
1	28,828	130	150	0,75	0,12	Ordered	Inversion	704,340000000001	0,975
1	28,828	130	150	0,8	0,01	Ordered	Inversion	712,500000000001	1,165
1	28,828	130	150	0,8	0,02	Ordered	Inversion	633,140000000001	1,809
1	28,828	130	150	0,8	0,03	Ordered	Inversion	645,100000000001	1,024
1	28,828	130	150	0,8	0,04	Ordered	Inversion	701,760000000001	0,751
1	28,828	130	150	0,8	0,05	Ordered	Inversion	633,140000000001	1,643
1	28,828	130	150	0,8	0,06	Ordered	Inversion	700,500000000001	1,259
1	28,828	130	150	0,8	0,07	Ordered	Inversion	702,440000000001	0,973
1	28,828	130	150	0,8	0,08	Ordered	Inversion	671,580000000001	1,293
1	28,828	130	150	0,8	0,09	Ordered	Inversion	621	0,745
1	28,828	130	150	0,8	0,1	Ordered	Inversion	607,000000000001	1,523
1	28,828	130	150	0,8	0,11	Ordered	Inversion	660,500000000001	0,777
1	28,828	130	150	0,8	0,12	Ordered	Inversion	633,140000000001	1,343
1	28,828	130	150	0,85	0,01	Ordered	Inversion	685,380000000001	1,007
1	28,828	130	150	0,85	0,02	Ordered	Inversion	683,880000000001	1,39
1	28,828	130	150	0,85	0,03	Ordered	Inversion	728,440000000002	1,53
1	28,828	130	150	0,85	0,04	Ordered	Inversion	652,000000000001	1,008
1	28,828	130	150	0,85	0,05	Ordered	Inversion	648,400000000001	1,704
1	28,828	130	150	0,85	0,06	Ordered	Inversion	633,140000000001	1,576
1	28,828	130	150	0,85	0,07	Ordered	Inversion	633,140000000001	2,516
1	28,828	130	150	0,85	0,08	Ordered	Inversion	624,640000000001	1,34
1	28,828	130	150	0,85	0,09	Ordered	Inversion	713,040000000002	0,96
1	28,828	130	150	0,85	0,1	Ordered	Inversion	743,800000000001	0,786
1	28,828	130	150	0,85	0,11	Ordered	Inversion	709,000000000001	1,336
1	28,828	130	150	0,85	0,12	Ordered	Inversion	663,080000000001	1,322
1	28,828	130	150	0,9	0,01	Ordered	Inversion	702,780000000001	1,413
1	28,828	130	150	0,9	0,02	Ordered	Inversion	707,160000000001	1,426
1	28,828	130	150	0,9	0,03	Ordered	Inversion	692,380000000001	1,179
1	28,828	130	150	0,9	0,04	Ordered	Inversion	709,000000000001	2,43
1	28,828	130	150	0,9	0,05	Ordered	Inversion	662,060000000001	1,634
1	28,828	130	150	0,9	0,06	Ordered	Inversion	683,880000000001	0,995
1	28,828	130	150	0,9	0,07	Ordered	Inversion	720,280000000001	0,902
1	28,828	130	150	0,9	0,08	Ordered	Inversion	709,000000000001	1,24
1	28,828	130	150	0,9	0,09	Ordered	Inversion	702,300000000001	1,209
1	28,828	130	150	0,9	0,1	Ordered	Inversion	694,620000000001	1,35
1	28,828	130	150	0,9	0,11	Ordered	Inversion	700,500000000001	0,99
1	28,828	130	150	0,9	0,12	Ordered	Inversion	652,000000000001	1,538
1	28,828	130	200	0,6	0,01	Ordered	Inversion	650,300000000001	1,897
1	28,828	130	200	0,6	0,02	Ordered	Inversion	692,380000000001	1,527
1	28,828	130	200	0,6	0,03	Ordered	Inversion	644,420000000001	2,337
1	28,828	130	200	0,6	0,04	Ordered	Inversion	683,000000000001	2,324
1	28,828	130	200	0,6	0,05	Ordered	Inversion	703,320000000001	0,906
1	28,828	130	200	0,6	0,06	Ordered	Inversion	686,840000000001	1,272
1	28,828	130	200	0,6	0,07	Ordered	Inversion	702,440000000001	2,287
1	28,828	130	200	0,6	0,08	Ordered	Inversion	663,080000000001	1,295
1	28,828	130	200	0,6	0,09	Ordered	Inversion	707,300000000001	1,595
1	28,828	130	200	0,6	0,1	Ordered	Inversion	671,580000000001	1,386
1	28,828	130	200	0,6	0,11	Ordered	Inversion	663,080000000001	1,665
1	28,828	130	200	0,6	0,12	Ordered	Inversion	704,340000000001	1,203
1	28,828	130	200	0,65	0,01	Ordered	Inversion	726,700000000001	1,347
1	28,828	130	200	0,65	0,02	Ordered	Inversion	764,800000000001	2,091
1	28,828	130	200	0,65	0,03	Ordered	Inversion	702,440000000002	3,639
1	28,828	130	200	0,65	0,04	Ordered	Inversion	671,580000000001	1,153
1	28,828	130	200	0,65	0,05	Ordered	Inversion	692,920000000001	1,208
1	28,828	130	200	0,65	0,06	Ordered	Inversion	634,700000000001	1,297
1	28,828	130	200	0,65	0,07	Ordered	Inversion	655,160000000001	2,101
1	28,828	130	200	0,65	0,08	Ordered	Inversion	652,000000000001	1,247
1	28,828	130	200	0,65	0,09	Ordered	Inversion	702,440000000001	1,366
1	28,828	130	200	0,65	0,1	Ordered	Inversion	683,880000000001	1,816
1	28,828	130	200	0,65	0,11	Ordered	Inversion	644,420000000001	1,175
1	28,828	130	200	0,65	0,12	Ordered	Inversion	607,000000000001	1,362
1	28,828	130	200	0,7	0,01	Ordered	Inversion	656,180000000001	3,476
1	28,828	130	200	0,7	0,02	Ordered	Inversion	702,440000000001	1,46
1	28,828	130	200	0,7	0,03	Ordered	Inversion	652,000000000001	2,747
1	28,828	130	200	0,7	0,04	Ordered	Inversion	692,380000000001	0,981
1	28,828	130	200	0,7	0,05	Ordered	Inversion	633,140000000001	1,749
1	28,828	130	200	0,7	0,06	Ordered	Inversion	672,120000000001	1,501
1	28,828	130	200	0,7	0,07	Ordered	Inversion	671,580000000001	0,975
1	28,828	130	200	0,7	0,08	Ordered	Inversion	712,500000000001	1,255
1	28,828	130	200	0,7	0,09	Ordered	Inversion	652,000000000001	1,905
1	28,828	130	200	0,7	0,1	Ordered	Inversion	696,560000000001	0,814
1	28,828	130	200	0,7	0,11	Ordered	Inversion	702,440000000001	1,478
1	28,828	130	200	0,7	0,12	Ordered	Inversion	703,460000000001	1,79
1	28,828	130	200	0,75	0,01	Ordered	Inversion	734,320000000002	1,291
1	28,828	130	200	0,75	0,02	Ordered	Inversion	713,720000000001	2,97
1	28,828	130	200	0,75	0,03	Ordered	Inversion	644,760000000001	2,705
1	28,828	130	200	0,75	0,04	Ordered	Inversion	663,080000000001	1,374
1	28,828	130	200	0,75	0,05	Ordered	Inversion	660,500000000001	1,606
1	28,828	130	200	0,75	0,06	Ordered	Inversion	696,900000000001	2,945
1	28,828	130	200	0,75	0,07	Ordered	Inversion	704,340000000001	1,95
1	28,828	130	200	0,75	0,08	Ordered	Inversion	692,720000000001	1,105
1	28,828	130	200	0,75	0,09	Ordered	Inversion	702,440000000001	1,39
1	28,828	130	200	0,75	0,1	Ordered	Inversion	713,040000000001	0,842
1	28,828	130	200	0,75	0,11	Ordered	Inversion	728,060000000001	1,761
1	28,828	130	200	0,75	0,12	Ordered	Inversion	652,000000000001	1,931
1	28,828	130	200	0,8	0,01	Ordered	Inversion	823,360000000001	0,843
1	28,828	130	200	0,8	0,02	Ordered	Inversion	663,080000000001	2,465
1	28,828	130	200	0,8	0,03	Ordered	Inversion	667,260000000001	0,74
1	28,828	130	200	0,8	0,04	Ordered	Inversion	652,000000000001	1,215
1	28,828	130	200	0,8	0,05	Ordered	Inversion	720,280000000001	0,938
1	28,828	130	200	0,8	0,06	Ordered	Inversion	663,660000000001	1,834
1	28,828	130	200	0,8	0,07	Ordered	Inversion	660,500000000001	1,382
1	28,828	130	200	0,8	0,08	Ordered	Inversion	660,500000000001	2,05
1	28,828	130	200	0,8	0,09	Ordered	Inversion	713,720000000001	1,926
1	28,828	130	200	0,8	0,1	Ordered	Inversion	624,640000000001	1,088
1	28,828	130	200	0,8	0,11	Ordered	Inversion	663,080000000001	1,273
1	28,828	130	200	0,8	0,12	Ordered	Inversion	698,800000000001	1,114
1	28,828	130	200	0,85	0,01	Ordered	Inversion	693,600000000001	3,118
1	28,828	130	200	0,85	0,02	Ordered	Inversion	633,140000000001	3,327
1	28,828	130	200	0,85	0,03	Ordered	Inversion	663,420000000001	2,342
1	28,828	130	200	0,85	0,04	Ordered	Inversion	723,200000000001	2,425
1	28,828	130	200	0,85	0,05	Ordered	Inversion	736,560000000001	1,4
1	28,828	130	200	0,85	0,06	Ordered	Inversion	708,180000000001	1,763
1	28,828	130	200	0,85	0,07	Ordered	Inversion	723,200000000001	1,65
1	28,828	130	200	0,85	0,08	Ordered	Inversion	704,340000000001	1,045
1	28,828	130	200	0,85	0,09	Ordered	Inversion	652,000000000001	1,985
1	28,828	130	200	0,85	0,1	Ordered	Inversion	709,000000000001	1,104
1	28,828	130	200	0,85	0,11	Ordered	Inversion	660,500000000001	1,236
1	28,828	130	200	0,85	0,12	Ordered	Inversion	653,600000000001	1,922
1	28,828	130	200	0,9	0,01	Ordered	Inversion	683,540000000001	1,145
1	28,828	130	200	0,9	0,02	Ordered	Inversion	660,500000000001	3,217
1	28,828	130	200	0,9	0,03	Ordered	Inversion	671,580000000001	0,867
1	28,828	130	200	0,9	0,04	Ordered	Inversion	709,000000000001	1,393
1	28,828	130	200	0,9	0,05	Ordered	Inversion	701,760000000001	2,068
1	28,828	130	200	0,9	0,06	Ordered	Inversion	704,340000000001	3,915
1	28,828	130	200	0,9	0,07	Ordered	Inversion	663,080000000001	1,218
1	28,828	130	200	0,9	0,08	Ordered	Inversion	724,120000000002	1,99
1	28,828	130	200	0,9	0,09	Ordered	Inversion	683,880000000001	1,782
1	28,828	130	200	0,9	0,1	Ordered	Inversion	704,340000000001	2,61
1	28,828	130	200	0,9	0,11	Ordered	Inversion	633,140000000001	2,194
1	28,828	130	200	0,9	0,12	Ordered	Inversion	660,500000000001	2,342
1	28,828	130	250	0,6	0,01	Ordered	Inversion	686,840000000001	5,157
1	28,828	130	250	0,6	0,02	Ordered	Inversion	696,560000000001	2,055
1	28,828	130	250	0,6	0,03	Ordered	Inversion	712,500000000001	1,69
1	28,828	130	250	0,6	0,04	Ordered	Inversion	696,560000000001	1,856
1	28,828	130	250	0,6	0,05	Ordered	Inversion	701,760000000001	2,024
1	28,828	130	250	0,6	0,06	Ordered	Inversion	697,780000000001	2,322
1	28,828	130	250	0,6	0,07	Ordered	Inversion	703,460000000001	1,79
1	28,828	130	250	0,6	0,08	Ordered	Inversion	696,560000000001	1,407
1	28,828	130	250	0,6	0,09	Ordered	Inversion	717,020000000001	1,788
1	28,828	130	250	0,6	0,1	Ordered	Inversion	633,140000000001	1,675
1	28,828	130	250	0,6	0,11	Ordered	Inversion	683,000000000001	1,859
1	28,828	130	250	0,6	0,12	Ordered	Inversion	752,160000000001	1,232
1	28,828	130	250	0,65	0,01	Ordered	Inversion	706,960000000001	3,141
1	28,828	130	250	0,65	0,02	Ordered	Inversion	703,320000000001	2,813
1	28,828	130	250	0,65	0,03	Ordered	Inversion	701,760000000001	2,098
1	28,828	130	250	0,65	0,04	Ordered	Inversion	707,600000000001	2,33
