2017-09-06 02:43:43:0904	../../../files/testListWithPickListSize100_part05.txt
InstanceNumber	DistanceMatrixRunningTime	GACycleSwapTotalDistance	GACycleSwapRunningTime	GACycleInversionTotalDistance	GACycleInversionRunningTime	GAOrderedSwapTotalDistance	GAOrderedSwapRunningTime	GAOrderedInversionTotalDistance	GAOrderedInversionRunningTime	GAPMXSwapTotalDistance	GAPMXSwapRunningTime	GAPMXInversionTotalDistance	GAPMXInversionRunningTime	SShapeTravelledTotalDistance	SShapeRunningTime	LargestGapTravelledTotalDistance	LargestGapRunningTime
23	2001,856	2057,41999999999	237,165	1673,2	429,669	1995,54	21,936	1649,36	35,8	2367,71999999999	96,893	1599,5	68,776	2170,8	0,002	1850,44	0,004
24	682,594	1605,87999999999	503,495	1265,02	608,01	2029,77999999999	35,974	1427,9	28,872	1904,18	114,066	1829,12	102,606	2352,66	0,001	1700,18	0,003
25	735,914	2545,11999999999	184,49	1700,54	546,255	1934,35999999999	45,144	1344,8	48,247	2244,51999999999	91,672	1447,2	92,299	2209,38	0,002	1678,36	0,003
26	690,464	2605,15999999999	240,079	1839,28	539,067	2335,47999999999	36,356	1587,64	42,173	2223,75999999999	81,248	1811,86	111,579	2032,72	0,002	1745,18	0,003
27	668,875	2217,97999999999	214,054	1669,06	544,207	2137,73999999999	24,615	1652,42	29,361	2367,15999999998	80,655	1794,51999999999	82,767	1916,32	0,002	1589,72	0,003
28	611,545	2263,65999999999	229,298	1736,16	509,075	1711,78	36,231	1972,27999999999	34,111	2129,95999999999	129,053	1574,42	98,237	2243,02	0,002	1871,92	0,002
29	747,348	2578,09999999999	333,912	1680,28	528,294	2275,21999999999	23,07	1973,56	41,195	2269,09999999999	94,983	1829,6	109,17	2098,52	0,001	1826,58	0,003
30	622,21	2135,61999999999	175,253	1874,62	412,001	2185,85999999999	17,924	1644,48	40,009	2133,19999999999	107,489	1597,12	86,677	2065,82	0,002	1613,58	0,003
31	524,086	2397,71999999998	209,676	1720,74	493,635	1927,77999999999	29,113	1181,02	29,495	2192,31999999999	131,116	1695,18	122,607	2115	0,001	1717,82	0,002
32	558,989	2203,37999999999	226,136	1720,44	678,503	1900,76	35,39	1704,72	25,871	2419,25999999999	77,636	1351,22	108,75	2059,6	0,001	1776,72	0,003
33	669,265	1849,1	307,952	1145,5	613,61	1891,44	34,515	1365,9	46,988	2313,57999999999	82,796	1910,86	92,078	2110,68	0,001	1740,32	0,002
34	654,55	2161,53999999999	276,155	1775,86	455,022	2061,97999999999	26,278	1773,58	26,789	2672,43999999999	52,463	1584,06	98,753	2209,38	0,002	1822,06	0,003
35	515,187	2362,23999999999	253,148	1744,38	433,024	2264,19999999999	25,535	1405,62	40,138	1973,81999999999	75,467	1757,44	83,796	2225,86	0,001	1844,56	0,003
36	758,598	2120,25999999999	186,438	1496,52	533,357	1851,94	30,54	1537,06	39,995	2248,83999999999	59,603	1646,3	93,598	2043,12	0,002	1689,1	0,002
37	610,052	2356,39999999999	280,381	1624,96	449,683	1803,47999999999	36,548	1570,68	25,589	2236,45999999999	105,472	1717,98	108,388	2209,72	0,001	1739,3	0,002
38	597,757	1529,24	344,73	1803,56	338,158	1941,31999999999	43,476	1235,36	32,482	2472,55999999999	71,874	1708,94	100,32	2120,4	0,001	1754,56	0,002
39	405,315	2691,13999999998	253,009	1912,76	532,742	2187,53999999999	38,494	1524,26	28,818	2253,35999999999	82,711	1465,66	120,148	2297,6	0,001	1888,54	0,003
40	372,078	2589,23999999999	195,738	1549,44	552,234	1942,55999999999	29,22	1589	33,057	2160,15999999999	66,73	1517,78	121,073	2087,44	0,001	1744,16	0,002
41	345,16	2323,09999999999	217,608	1607,9	648,618	2081,17999999999	23,233	1559,98	31,265	1995,59999999999	75,92	1793,76	79,038	2082,44	0,001	1745,52	0,002
42	342,451	2181,13999999999	239,163	1731,64	476,306	2075,79999999999	21,904	1605,64	49,243	2270,17999999999	63,152	1581,04	78,123	2159,86	0,001	1816,52	0,002
43	378,678	2230,31999999999	262,587	1491,52	456,577	1877,73999999999	30,533	1481,96	31,101	2781,71999999998	58,818	1697,8	111,054	2094,4	0,001	1795,38	0,002
44	347,926	2347,31999999999	358,842	1778,58	425,723	1931,71999999999	29,89	1562,18	28,687	2191,23999999999	70,816	1625,8	85,298	2137,84	0,001	1755,58	0,003
45	428,047	2773,95999999998	147,612	1513,84	537,755	2280,41999999999	33,08	1760,6	24,171	2355,21999999999	93,694	1994,84	87,395	2120,4	0,001	1776,72	0,002
46	430,363	2564,13999999998	187,189	1894,72	407,387	2405,71999999998	38,112	1601,1	42,201	2432,13999999999	67,822	1637,44	125,828	2198,16	0,001	1838,34	0,002
47	436,03	2289,93999999999	202,097	1740,82	555,53	1925,52	25,301	1602,18	34,023	2246,01999999999	97,308	1505,6	140,721	2253,22	0,001	1838	0,002
48	756,381	2034,89999999999	252,444	1509,72	627,334	1790,94	24,259	1791,9	20,506	1919,77999999999	83,027	1631,72	88,05	2325,24	0,001	1866,72	0,002
49	527,794	2249,61999999999	185,887	1705,87999999999	396,481	2096,89999999999	18,933	1761,38	29,389	2124,45999999999	65,272	1179,76	106,768	2082,1	0,001	1711,94	0,002
50	633,583	2039,41999999999	167,85	1653,78	380,709	2128,85999999999	25,081	1395,34	47,112	1946,61999999999	80,328	1576,46	84,58	2060,08	0,001	1788,48	0,002
51	393,536	2508,55999999999	174,82	1295,14	504,053	2118,23999999999	36,499	1499,04	36,257	2275,67999999999	110,7	1560,04	91,727	2060,08	0,001	1783,96	0,002
52	541,535	1903,09999999999	265,303	1169,04	514,468	2136,39999999999	31,342	1515,92	35,239	2234,63999999999	92,891	1621,32	121,36	2286,32	0,001	1882,66	0,002
53	556,946	2222,11999999999	185,95	1187,58	402,07	2243,77999999999	24,541	1388,46	33,96	2303,89999999999	86,428	1372,1	96,047	2131,48	0,001	1779,1	0,002
